MOFname,linker-SMILES,RDKitLinkerSanity
BEYSEF_clean,"['n1c2c(N)nc[n]c2nc1', 'C(=O)(CC)[O]']",True
BEZDUH_clean,"['n1cc(ncc1)N', '[C]#N']",True
BEZSIK_clean,['C(CS([O])([O])[O])S([O])([O])[O]'],True
BIBBUL_clean,"['n1c(c2ncccc2C(=O)[O])c(ccc1)C(=O)[O]', 'n1ccn(c1C)CCCCn1ccnc1C']",True
BIBXIV_clean,['c1(C#Cc2c[n]nc2)[c][c]c(C#Cc2cn[n]c2)c(c1[C])[C].FF.FF.FF.FF.FF.FF.[C].[C].FF.FF.FF.FF.FF.FF'],True
BIBXOB_clean,['c1cc(C#Cc2cn[n]c2)ccc1C#Cc1cn[n]c1'],True
POLBAT_clean,['[O]P(=O)([O])[O]'],True
POLBEX_clean,['P(=O)([O])([O])[O]'],True
POLBIB_clean,['P(=O)([O])([O])[O]'],True
POLBUN_clean,['[O]P(=O)([O])[O]'],True
POLDOK_clean,['C(=O)(Cn1cncn1)[O]'],True
POLDUQ_clean,['C(C(=O)[O])N1[CH]N=C[N]1'],True
POLNAG_clean,"['C(=O)(c1ccc(C(=O)[O])cc1)[O]', 'C(Cn1cncn1)CCn1cncn1']",True
POLYEW_clean,"['C(=C\\c1ccncc1)/c1c(c(C)c(/C=C/c2ccncc2)c(c1C)C)C', 'c1cc(c2ccc(cc2)C(=O)[O])ccc1C(=O)[O]']",True
POMMAH_clean,['C(=O)(c1cnccc1)[O]'],True
POMSER_clean,['O=C(c1cc(ccc1)C(=O)[O])[O]'],True
POMSOB_clean,['c1c(ccc(c1)C(=O)[O])C(=O)[O]'],True
PONPOX_clean,['O=P([O])([O])[O]'],True
PONSOC_clean,['C(=O)(c1ccc(cc1)c1cc(cc(c2ccc(cc2)C(=O)[O])n1)c1ccncc1)[O]'],True
POQQES_clean,['O1[B@](O[P@@](=O)([O])O[B@]([O])(OP(=O)([O])[O])O[P@@](=O)([O])O[B@@](OP(=O)=O)(OP(=O)([O])[O])[O])(O[P@@](=O)([O])O[B@@]1(O[P@](=O)(O[B@@](O[P@@](=O)([O])OB([O])OP(=O)([O])[O])(OP(=O)([O])[O])[O])[O])OP(=O)([O])[O])OP(=O)([O])[O]'],False
PORGAE_clean,['[O]P(=O)([O])[O]'],True
PORLAL_clean,"['c1([nH]c2ccc(C(=O)[O])cc2n1)c1ccc(cc1)c1[nH]c2cc(C(=O)[O])ccc2n1', 'c1c2c([nH]c(c3ccc(cc3)C(=[N])[NH])n2)cc(c1)C(=O)[O].[c]1ccc(c[c]1)C(=O)[O]']",True
PORLEP_clean,"['c1n(ccn1)c1ccc(cc1)N(c1ccc(cc1)n1cncc1)c1ccc(n2ccnc2)cc1', 'c1cc(N(c2ccc(cc2)n2cnc[c]2)c2ccc(n3ccnc3)cc2)ccc1n1ccnc1']",True
PORVID_clean,['O=C([O])c1cc(c(cc1C(=O)[O])C(=O)[O])C(=O)[O]'],True
PORVUO_clean,"['C(=O)(c1ccc(cc1)/C=C/c1ccc(C(=O)[O])cc1)[O]', 'c1cnccc1c1ccncc1']",True
POSFIO_clean,['C(=O)([O])c1ccc(c2cnc[nH]2)cc1'],True
POSFOU_clean,['C(=O)(c1ccc(cc1)c1[nH]cnc1)[O]'],True
POSGAH_clean,['c1(ccc(C(=O)[O])cc1)c1[nH]cnc1'],True
POSGEL_clean,['c1cc(ccc1c1cnc[nH]1)C(=O)[O]'],True
POTNET_clean,['c1(c(cc(cc1)Oc1cc(cc(C(=O)[O])c1)C(=O)[O])C(=O)[O])C(=O)[O]'],True
POTREX_clean,['c1cnccc1c1nc(cc(c2ccc(C(=O)[O])cc2)c1)c1ccncc1'],True
POVXII_clean,"['[O]C(=O)C', 'C(=O)([O])[C]']",True
POVZOR_clean,"['[O][Si]([O])([O])[O]', 'c1cn(c2cncc(c2)n2ccnc2)cn1']",True
POVZUX_clean,"['[O][Si]([O])([O])[O]', 'c1(cncc(c1)n1ccnc1)n1ccnc1']",True
POWBEK_clean,"['[O][Si]([O])([O])[O]', 'c1c(cc(cn1)n1ccnc1)n1cncc1']",True
POWBIO_clean,"['[O][Si]([O])([O])[O]', 'n1(c2cncc(c2)n2ccnc2)cncc1']",True
POYPAW_clean,"['c1ccc([C](c2ccc[n]2)c2ccc(cc2)n2ccnc2)[n]1', 'n1c(nccc1)c1ncccn1']",True
PRIMIN_clean,['[O]C(=O)[C][N][C]C(=O)[O]'],True
PUBSAH_clean,['[CH]1[C@@]2([C@@]3([CH][C@@]41[C@@]1([CH][C@@]23[CH][C@]41F)F)F)F.c1c(C(=O)[O])cc(c[c]1)C(=O)[O].[O]C(=O)c1c[c]cc(C(=O)[O])c1'],True
PUBSEL_clean,['C(=O)(c1c[c]cc(C(=O)[O])c1)[O].[C@@]12(C)[C@@]3([C@@H]4[C@H]2[C@@]24[C@@]4([C@H]5[C@@H]([C@]24C)[C@@]135)C)C.C(=O)(c1c[c]cc(C(=O)[O])c1)[O]'],True
PUBSIP_clean,['C(=O)(c1c[c]cc(C(=O)[O])c1)[O].[C@@]12([C@@]3([C@@]4([C@]1([C@]12[C@]2([C@@]5([C@]([C@@]12F)([C@@]345)F)F)F)F)F)F)F.O=C([O])c1c[c]cc(C(=O)[O])c1'],True
PUDSIR01_clean,['[O]C(=O)c1cc2c(cc1)c1c(cc(cc1)C(=O)[O])S2(=O)=O'],True
PUDSIR_clean,['[O]C(=O)c1cc2c(cc1)c1c(cc(cc1)C(=O)[O])S2(=O)=O'],True
PUDSOX_clean,['[O]C(=O)c1cc2c(cc1)c1c(cc(cc1)C(=O)[O])S2(=O)=O'],True
PUDSUD_clean,['[O]C(=O)c1cc2c(cc1)c1c(cc(cc1)C(=O)[O])S2(=O)=O'],True
PUFNUB_clean,['c1cc(ccc1S([O])([O])[O])/C/1=c/2\\cc/c(=C(\\c3ccc(cc3)S([O])([O])[O])/C3=N/C(=C(/c4ccc(cc4)S([O])([O])[O])\\c4ccc(/C(=C\\5/C=CC1=N5)/c1ccc(cc1)S([O])([O])[O])[n]4)/C=C3)/[n]2'],True
PUFRIR_clean,['C(=O)(C[N@]12CC[N@](CC1)(CC2)CC(=O)[O])[O]'],False
PUFXIZ_clean,['C(=O)(c1cc(cc(c1)C(=O)[O])n1c(C)nnc1c1ccncc1)[O]'],True
PUFXUL_clean,['n1nc(n(c2ccc(C(=O)[O])cc2)c1C)C'],True
PUGFII_clean,['S(=O)(=O)(c1ccc(C(=O)[O])cc1)c1ccc(cc1)C(=O)[O]'],True
PUGFOO_clean,['S(=O)(=O)(c1ccc(C(=O)[O])cc1)c1ccc(cc1)C(=O)[O]'],True
PUGGOP_clean,['S(=O)(=O)(c1ccc(C(=O)[O])cc1)c1ccc(C(=O)[O])cc1'],True
PUGHAC_clean,['S(=O)(=O)(c1ccc(C(=O)[O])cc1)c1ccc(cc1)C(=O)[O]'],True
PUGHIK_clean,['S(=O)(=O)(c1ccc(C(=O)[O])cc1)c1ccc(cc1)C(=O)[O]'],True
PUGHUW_clean,"['c1cc(ccc1S(=O)(=O)c1ccc(C(=O)[O])cc1)C(=O)[O]', 'C(#N)C']",True
PUGJEI_clean,['S(=O)(=O)(c1ccc(C(=O)[O])cc1)c1ccc(cc1)C(=O)[O]'],True
PUGPEO_clean,"['C(=O)(c1cc(C(=O)[O])cc(c1)c1ccc(cc1)c1ccc(c2cc(cc(C(=O)[O])c2)C(=O)[O])cc1)[O]', 'O=N(=O)[O]']",True
PUGSER_clean,"['c1c(cc(cc1C(=O)[O])c1ccc(cc1)C(=O)[O])C(=O)[O]', '[O]C(=O)C']",True
PUGSOB_clean,"['O=C([O])c1ccc(c2cc(C(=O)[O])cc(c2)C(=O)[O])cc1', 'c1cc2c(C(=O)[O])c3ccccc3c(C(=O)[O])c2cc1']",True
PUGSUH_clean,"['[O]C(=O)c1ccc2c(c1)ccc(C(=O)[O])c2', '[O]C(=O)c1ccc(c2cc(cc(C(=O)[O])c2)C(=O)[O])cc1']",True
PUJJEL_clean,['C1(=NC(=[N]=C([N]1)Nc1ccc(C(=O)[O])cc1)Nc1ccc(cc1)C(=O)[O])Nc1ccc(C(=O)[O])cc1'],False
PUJQEQ_clean,['n1ccc(cc1)CCc1ccncc1'],True
PUKSUL_clean,['N#[C]'],True
PUKVAU_clean,"['S(CSc1ccncc1)c1ccncc1', '[O]C=O']",True
PULDOQ_clean,['C(=O)([O])CN'],True
PULHOT_clean,"['[O]P(=O)(O)[O]', 'P(=O)([O])([O])[O]']",True
PULMIU_clean,"['[O]S(c1cc(cc(C(=O)[O])c1)C(=O)[O])([O])[O]', 'c1c(C(=O)[O])cc(cc1C(=O)[O])S([O])([O])O', 'c1cnccc1c1ccncc1']",True
PUMDIM_clean,['[O]C(=O)c1cc(cc(c1)c1c(cc(cc1C(=O)[O])C(=O)[O])C(=O)[O])C(=O)[O]'],True
PUMGIP01_clean,"['N(=C\\c1c([O])c(cc(c1)c1ccncc1)C(C)(C)C)/[C@@H]1CCCC[C@H]1/N=C/c1cc(cc(c1[O])C(C)(C)C)c1ccncc1', 'C(=O)(c1ccc(cc1)c1ccc(cc1)C(=O)[O])[O]']",True
PUMGIP_clean,"['c1c(ccc(C(=O)[O])c1)c1ccc(C(=O)[O])cc1', 'CC(C)(c1c([O])c(cc(c2ccncc2)c1)/C=N/[C@H]1[C@H](/N=C/[C]2C=C(c3ccncc3)C=C(C2=O)C(C)(C)C)CCCC1)C']",True
PUMNIV_clean,['C(#N)[S]'],True
PUMNOB_clean,['C(#N)[S]'],True
PUMZAZ_clean,"['[O]P(=O)([O])C[NH]1CCCCC1', '[O]C(=O)C(=O)[O]']",True
PUNCIL_clean,['n1cn(cc1)CC(Cn1cncc1)(Cn1ccnc1)Cn1cncc1'],True
PUNSIB_clean,['C(=O)(CN1C=CN(CC(=O)[O])C1)[O]'],True
PUNSOH_clean,"['C1=CN(CN1CC(=O)[O])CC(=O)[O]', 'N1(CC(=O)[O])[C]2[C@@]3([C]2)[C@@]21[C][C]2N3CC(=O)[O]']",True
PUPHUE_clean,['c1c(C(c2ccc(OCC(=O)[O])cc2)(C)C)ccc(OCC(=O)[O])c1'],True
PUPXII01_clean,['c1cc(ccn1)c1nc(c(C(=O)[O])[nH]1)C(=O)[O]'],True
PUPXII_clean,['C(=O)(c1c(C(=O)[O])[nH]c(c2ccncc2)n1)[O]'],True
PUPYAA_clean,['[O]P(=O)([O])[O]'],True
PUQDOW_clean,['s1c(C#N)ccc1c1sc(cc1)c1sc(cc1)C#N'],True
PUQHEP_clean,"['C(=O)(c1cc(cc(c1)C(=O)[O])OCC(=O)[O])[O]', 'c1cc(ccn1)/C=C/c1ccncc1']",True
PUQHIT_SL,"['C(=O)(c1cc(cc(c1)OCC(=O)[O])C(=O)[O])[O]', 'c1cc(ccn1)/C=C/c1ccncc1']",True
PUQXUV_clean,['C(c1ccc(cc1)C(=O)[O])(C(F)(F)F)(c1ccc(C(=O)[O])cc1)C(F)(F)F'],True
PUQYAC_clean,['C(c1ccc(C(=O)[O])cc1)(C(F)(F)F)(c1ccc(C(=O)[O])cc1)C(F)(F)F'],True
PURJES_clean,['O=C([O])c1ccc(cc1)OCC(COc1ccc(C(=O)[O])cc1)(COc1ccc(cc1)C(=O)[O])COc1ccc(cc1)C(=O)[O]'],True
PURJIW_clean,['c1cc(ccc1C(=O)[O])OCC(COc1ccc(C(=O)[O])cc1)(COc1ccc(C(=O)[O])cc1)COc1ccc(C(=O)[O])cc1'],True
PURNEX_clean,"['c1nccn1c1ccc(cc1)n1cncc1', '[O][Si]([O])([O])[O]']",True
PURNIB_clean,"['c1nccn1c1ccc(cc1)n1cncc1', '[O][Si]([O])([O])[O]']",True
PURQEZ_clean,['C(=O)(C[C@@H](C(=O)[O])[C@H](CC(=O)[O])C(=O)[O])[O]'],True
PURRIE_clean,"['C(c1c(cc(c(c1C)Cn1cncc1)C)C)n1cncc1', 'Cc1c(Cn2cncc2)c(C)c(c(C)[c]1)Cn1cncc1', 'C(=O)(c1cccc(C(=O)[O])c1)[O]']",True
PURSAY_clean,['C(=O)(c1cccc(c1)OCc1c(c(c(c(c1C)COc1cccc(c1)C(=O)[O])C)COc1cccc(c1)C(=O)[O])C)[O]'],True
PURSIG_clean,['C(=O)(c1cccc(c1)OCc1c(c(c(c(COc2cccc(c2)C(=O)[O])c1C)C)COc1cc(C(=O)[O])ccc1)C)[O]'],True
PURSOK_clean,['O=C([O])c1ccc(C(=O)[O])cc1'],True
PUSRUR_clean,"['O=N(=O)c1ccc(C#[C])cc1', 'O=C([O])C(F)(F)C(F)(F)C(F)(F)C(=O)[O]']",True
PUTYEI_clean,['n1c2c3c(c4c(n[c][c]n4)c2n[c][c]1)n[c][c]n3'],True
PUVJOG_clean,['[c]1[c]c([c][c]c1C(=O)[O])C(=O)[O]'],True
PUWCIT_clean,['C1[C@]2(C[C@@]3(C[C@](C[C@@]1(c1ccc(C(=O)[O])cc1)C3)(c1cc[c]cc1)C2)c1ccc(cc1)C(=O)[O])c1cc[c]cc1.[O]O[C].[C]OO[O].[O].[O].[O]'],True
PUWCOZ_clean,['C(=O)([C@@]12C[C@]3(C[C@@](C1)(C[C@@](C2)(C3)C(=O)[O])C(=O)[O])C(=O)[O])[O]'],True
PUWCUF_clean,['[O]C(=O)[C@]12C[C@]3(C[C@](C[C@@](C1)(C3)C(=O)[O])(C2)C(=O)[O])C(=O)[O]'],True
PUWDAM_clean,['c1cc(ccc1[C@@](/C(=C/[CH])/C=[CH])(c1ccc(cc1)[C@@]12[C][C]/C(=[C]/C(=[CH])[CH])/[C@](C(=[CH])[CH])(O[C]([C]O)O2)O[C]([C]O)O1)c1ccc(cc1)[C](OC(=O)[CH])OC(=O)[CH])[C@@]12C3=C=C([C@](c4ccc(cc4)[C](C(=[CH])[CH])C(=[CH])[CH])(O[C]([C]O[C])O2)O[C]O1)[C@]1(c2cc[c]cc2)O[C]([C]O[C])O[C@@]3([C])O[C]O1.[H].[H].[H].[H]'],True
PUWDIU_clean,['c1(cc(cc(c1)C(=O)[O])C(=O)[O])C(=O)[O]'],True
PUWDOA_clean,['c1cc(ccc1C(=O)[O])c1cc(cc(c2ccc(cc2)C(=O)O)c1)c1ccc(C(=O)[O])cc1'],True
PUWVAG_clean,"['c1(cc(cc(c1)n1ccnc1)n1cncc1)c1cc(cc(n2cncc2)c1)n1cncc1', 'O=C([O])c1cc(C(=O)[O])cc(c1)C(=O)[O]']",True
PUWXAH_clean,"['c1(cc(C(=O)[O])cc(C(=O)[O])c1)C(=O)O', 'O=C(c1cc(C(=O)[O])cc(c1)C(=O)[O])[O]']",True
PUWYAI_clean,['[O]C(CC(=O)[O])(C(=O)[O])CC(=O)[O]'],True
PUYHOI_clean,['O=C([O])COCC(=O)[O]'],True
PUYZUF_clean,['[S]c1ccc([S])cc1'],True
PUZJOL_clean,['[O]C(=O)c1ccc(C(=O)[O])s1'],True
PUZKOM_clean,"['C(=O)(c1ccc(C(=O)[O])s1)[O]', 'c1cc(ccn1)CCc1ccncc1']",True
PUZKUS_clean,['c1cc(sc1C(=O)[O])C(=O)[O]'],True
PUZLAZ_clean,['[O]C(=O)c1sc(C(=O)[O])cc1'],True
PUZLUS_clean,"['[N]1=C([N]C(=NC=1c1ccncc1)c1ccncc1)c1ccncc1', 'C(#N)[S]']",False
PUZTOV_clean,['c1(ccc(cc1)C(=O)[O])C(=O)[O]'],True
PYDCUT_clean,['C(#N)[S]'],True
QABKIQ_clean,['C(#N)P(C#N)(C#N)(F)(F)F'],True
QACRES_clean,['[O]P(=O)([O])[O]'],True
QADBII_clean,['[O]C(=O)[C@H](CC(=O)[O])c1ccccc1'],True
QADKAH01_clean,['C(CCP(=O)([O])[O])P(=O)([O])[O]'],True
QADKAH_clean,['C(P(=O)([O])[O])CCP(=O)([O])[O]'],True
QADVUN_clean,"['[O]P(=O)([O])[O]', 'P(=O)([O])([O])O']",True
QADWEA_clean,"['[P@@](=O)([O])(Cc1cccc[n+]1[O-])O', 'C(=O)([O])C(=O)[O]']",True
QADWEY_clean,"['P(=O)([O])([O])O', 'O=P([O])([O])[O]']",True
QADWIE_clean,"['[P@@](=O)([O])(Cc1cccc[n+]1[O-])O', 'C(=O)([O])C(=O)[O]']",True
QADWOK_clean,"['[P@@](=O)([O])(Cc1cccc[n+]1[O-])O', 'C(=O)([O])C(=O)[O]']",True
QADWUQ_clean,"['[P@@](=O)([O])(Cc1cccc[n+]1[O-])O', 'C(=O)([O])C(=O)[O]']",True
QADXAX_clean,"['[P@@](=O)([O])(Cc1cccc[n+]1[O-])O', 'C(=O)([O])C(=O)[O]']",True
QAFWOM_clean,"['c1cnccc1c1ccncc1', 'N#[C]']",True
QAGCIN_clean,['c1cnccn1'],True
QAGDIO_clean,['C(=O)(c1cc(C(=O)[O])cc(c1)n1cc(c2ccc(cc2)C(c2ccc(c3cn(c4cc(C(=O)[O])cc(C(=O)[O])c4)nn3)cc2)(c2ccc(c3cn(c4cc(C(=O)[O])cc(C(=O)[O])c4)nn3)cc2)c2ccc(c3cn(c4cc(C(=O)[O])cc(C(=O)[O])c4)nn3)cc2)nn1)[O]'],True
QAGQEW_clean,['[O]C(=O)c1sc2c3cc(sc3c3cc(sc3c2c1)C(=O)[O])C(=O)[O]'],True
QAGTOH_clean,['c1cc(ccn1)/C=C/c1ccncc1'],True
QAJJOB01_clean,['O=P([O])([O])[O]'],True
QAJJOB_clean,['P(=O)([O])([O])[O]'],True
QAJJUH_clean,['P(=O)([O])([O])[O]'],True
QAJKAO_clean,['[O]P(=O)[O]'],True
QAJKIV_clean,['O=P([O])([O])[O]'],True
QAKFIU_clean,['O=C([O])c1cc(cc(c1)C(=O)[O])N1C=C[C@@H](C=C1)c1ccncc1'],True
QALGUH_SL,['c1cc(ccc1C(=O)[O])C(=O)[O]'],True
QALHAO_clean,['[c]1[n]n[c]n1'],True
QALHES_clean,['[c]1[n]n[c]n1'],True
QALHIX_clean,"['c1c(NC2=[N]=C([N]C(=N2)Nc2[c]c(C(=O)[O])cc(C(=O)[O])c2)Nc2cc(C(=O)[O])cc(C(=O)[O])c2)cc(C(=O)[O])cc1C(=O)[O]', 'c1c(C(=O)[O])cc(NC2=NC(=[N]=C(Nc3cc(C(=O)[O])cc(c3)C(=O)[O])[N]2)Nc2cc(C(=O)[O])cc(C(=O)[O])c2)cc1C(=O)[O]']",False
QALNIA_clean,['C(=O)([C]([C](C(=O)[O])[O])[O])[O]'],True
QALWUV_clean,['[C]#N'],True
QAMLEY_clean,"['c1(C(=O)[O])ccc(N2[N][N]N2c2ccc(C(=O)[O])cc2)cc1', 'c1(C2=NC(=[N]=C(c3ccncc3)[N]2)c2ccncc2)ccncc1']",False
QAMVEH01_clean,['[O]C(=O)c1ccc(cc1)c1cc(c2ccc(C(=O)[O])cc2)cc(c2ccc(cc2)C(=O)[O])c1'],True
QANSUV_clean,"['c1c(ccc2c1[n]nn2)C(=O)[O]', 'c1c(ccc2c1n[n]n2)C(=O)O']",True
QAPPON_clean,"['c1cc(ccn1)c1nnc(c2ccncc2)n1N', '[C@H]12[C@@H]3[C@@]4([C@H]5[C@H]6[N@]1([C@H]2[C@H]34)[C@H]6[CH]5)c1nnc(n1N)c1ccncc1']",False
QAPQEE_clean,['c1c(cccn1)c1nnc(c2cccnc2)n1N'],True
QAQMON_clean,['[O]C(=O)c1ccc(Oc2cc(C(=O)[O])cc(Oc3ccc(C(=O)[O])cc3)c2)cc1'],True
QAQNOO_clean,"['[N](C(=O)C(=O)[O])[C@@H](C(=O)[O])c1ccccc1', 'C1CNCCCNCCNCCCN1']",True
QAQRUW_clean,['C(=O)(c1ccc2c(c1)ccc(C(=O)[O])c2)[O]'],True
QAQSAD_clean,['C(=O)(c1cc2ccc(C(=O)[O])cc2cc1)[O]'],True
QARCET_clean,['n1nn[n]c1c1nc(c(nc1c1nnn[n]1)c1ncccc1)c1ncccc1'],True
QARTAG_clean,"['c1(N2CC[N]CC2)ncc2c(=O)c(C(=O)[O])cn(c2n1)CC', 'O=C([O])c1ccc(cc1)c1ccc(cc1)C(=O)[O]']",True
QARTEK_clean,['[N]1CCN(c2c(F)cc3c(=O)c(C(=O)[O])cn(c3c2)c2ccc(F)cc2)CC1'],True
QASTUC_clean,"['c1cccc(c2cc(cc(c3ccccn3)n2)c2ccc(cc2)n2cncc2)n1', 'c1c(ccc(c1)C(=O)[O])C(=O)[O]']",True
QATDEU_clean,"['c1cc(ccn1)c1ccc(cc1)c1ccc(cc1)c1ccncc1', 'c1cc(ccn1)c1c2ccccc2c(c2ccncc2)c2c1cccc2', '[N+]1(OO[N+](OO1)[O-])[O-]']",True
QATHIE_clean,"['c1cc(ccn1)[C]([C](c1ccncc1)O)O', '[O]C(=O)c1ccc(C(=O)[O])cc1']",True
QATHOK_clean,"['n1c(cc(cc1)c1cc(ncc1)C(=O)[O])C(=O)[O]', 'n1ccccc1']",True
QATKII_clean,['N(c1cc(cc(C(=O)[O])c1)C(=O)[O])(Cc1ccc(cc1)C(=O)[O])Cc1ccc(cc1)C(=O)[O]'],True
QATKOO_clean,['N(Cc1ccc(C(=O)[O])cc1)(c1cc(cc(c1)C(=O)[O])C(=O)[O])Cc1ccc(cc1)C(=O)[O]'],True
QATLEE_clean,['c1(ccc(c2ccccc12)C(=O)[O])C(=O)[O]'],True
QATRAG_clean,"['O=C([O])[C@H](O)[C@@H](O)C(=O)[O]', 'C(=O)(C(=O)[O])[O]']",True
QATVUE_clean,['c1cccc(c2nnc(c3ccncc3)o2)n1'],True
QATXIU_clean,['c1(cccc(c1c1c(cccc1C(=O)[O])C(=O)[O])C(=O)[O])C(=O)[O]'],True
QAVBUL_clean,['[O]C(=O)c1ccc(cc1)c1cc(c2ccc(cc2)C(=O)[O])cc(c1)c1ccc(cc1)C(=O)[O]'],True
QAVDEW_clean,['O=c1[n][nH]c(=O)n1N'],True
QAVPIO_clean,['P(=O)([O])([O])[O]'],True
QAVPOU_clean,['O=P([O])([O])[O]'],True
QAVWAN_clean,"['[O]C(=O)c1ccc2cc(C(=O)[O])ccc2c1', 'c1cc(cc(C)n1)c1ccnc(c1)C']",True
QAWDID_clean,['O=C([O])c1[c]c([c]c([c]1)C(=O)[O])C(=O)[O]'],True
QAWPIO_clean,['c1(ccncc1)c1ccncc1'],True
QAWREM_clean,"['c1[c]c(cc(N)c1C(=O)[O])C(=O)[O]', 'C(=O)([O])c1ccc(cc1N)C(=O)[O]']",True
QAWRIQ_clean,"['C(=O)(c1c(cc(cc1)C(=O)[O])[NH])[O]', 'C(=O)(c1ccc(C(=O)[O])cc1N)[O]']",True
QAWROW_clean,"['C(=O)(c1ccc(c(c1N)N)C(=O)[O])[O]', 'c1(cc(C(=O)[O])c(cc1C(=O)[O])N)N', 'c1(c(cc(c(C(=O)[O])c1)[NH])C(=O)[O])N']",True
QAXQUB_clean,['[O]P(=O)([O])[O]'],True
QAYTEP_clean,['C(=O)(C)NCCCCCCNC(=O)C'],True
QEBGAH_clean,['n1c(cc(c2ccc(c3cc(C(=O)[O])cc(c3)C(=O)[O])cc2)c(c1c1ccncc1)C(=O)O)c1ccncc1'],True
QEBGEL_clean,['[O]C(=O)c1cc(C(=O)[O])cc(c1)c1ccc(cc1)c1[c]c(nc(c1C(=O)O)c1ccncc1)c1ccncc1'],True
QEBKUF_SL,"['c1(ccc(cc1)c1cc(C(c2cc(cc(c3ccc(cc3)C(=O)O)c2)c2ccc(cc2)C(=O)[O])(c2cc(cc(c3ccc(cc3)C(=O)O)c2)c2ccc(cc2)C(=O)[O])c2cc(cc(c3ccc(cc3)C(=O)O)c2)c2ccc(cc2)C(=O)[O])cc(c2ccc(C(=O)O)cc2)c1)C(=O)[O]', 'c1(ccc(cc1)C(=O)[O])c1cc(cc(c1)c1ccc(cc1)C(=O)[O])C(c1cc(cc(c1)c1ccc(cc1)C(=O)[O])c1ccc(cc1)C(=O)[O])(c1cc(c2ccc(cc2)C(=O)[O])cc(c1)c1ccc(cc1)C(=O)[O])c1cc(c2ccc(cc2)C(=O)[O])cc(c1)c1ccc(cc1)C(=O)[O]']",True
QEFNAQ_clean,['N1=[C](=O)N=CC=C1'],False
QEGHEP_clean,"['[C]#N', 'C1CNCN(CNCCNCN(C[C][O])CN1)C[C][O]', 'C1NCCNC[N]2([C]3[C]([O])[C]23)CNCCNCN1[C][C][O]', 'O1O[C]1CN1CNCCNCN(CNCCNC1)C[C]1OO1']",False
QEJYIP_clean,"['n1ccc(cc1)c1ccncc1', '[C]1(N=CN=C1C(=O)[O])C(=O)[O]']",True
QEKLID01_clean,['c1(cc(cc(c1)c1ccc(cc1)C(=O)[O])C(=O)[O])C(=O)[O]'],True
QEKLID_clean,['C(=O)(c1cc(cc(C(=O)[O])c1)c1ccc(cc1)C(=O)[O])[O]'],True
QEPZOB_clean,"['c1nccc(c2c(C)c(c(c(c2C)c2ccncc2)C)c2c(c(c(c(c2C)c2ccncc2)C)c2ccncc2)C)c1', '[O]C(=O)C', '[O]C']",True
QERWAL_clean,"['c1(C(=O)[O])cc(C(=O)[O])cc(C(=O)[O])c1', 'c1cc(ccn1)N']",True
QERZUI01_clean,['n1ccc(cc1)C(=O)[O]'],True
QERZUI_clean,['n1ccc(C(=O)[O])cc1'],True
QESLIK_clean,"['P(=O)([O])([O])[O]', 'C(=O)(C(=O)[O])[O]']",True
QESLOQ_clean,"['P(=O)([O])([O])[O]', 'C(=O)(C(=O)[O])[O]']",True
QESRAI_clean,['[O]P(=O)([O])[O]'],True
QESYOD_clean,['c12c3c4c(CC(C)(C)Cc4nnc3CC(C1)(C)C)nn2'],True
QETCUO_clean,['C(=O)(c1ccnc(c1)c1cc(ccn1)C(=O)[O])[O]'],True
QETHUT_clean,['[O]P(=O)([O])[O]'],True
QEVKOS_clean,['n1cn(cc1)Cc1ccc(Cn2cncc2)cc1'],True
QEWDON_clean,['O=C([O])c1cc(cc(c1)C(=O)[O])c1cc(ccc1)C(=O)[O]'],True
QEZXEY_clean,"['[C]#[C]', '[C]#N', 'C(C(=O)[O])(F)(F)F', 'N#N']",True
QEZYUR_clean,['S(=O)(=O)([O])[O]'],True
QEZZAY_clean,['[O]S(=O)(=O)[O]'],True
QEZZEC_clean,['[O]S(=O)(=O)[O]'],True
QEZZIF_clean,"['c1ncncc1', '[C]#N']",True
QEZZOL_clean,"['n1cnccc1', '[C]#N']",True
QIDDAI01_clean_h,"['FC1=C(F)[C@H](Cc2ccncc2)C(=C(F)[C@H]1Cc1ccncc1)F', 'n1ccc(cc1)C[C@@H]1C(=C(F)[C]([C]c2ccncc2)C(=C1F)F)F']",True
QIDDAI02_clean,['Fc1c(c(F)c(F)c(Cc2ccncc2)c1F)Cc1ccncc1'],True
QIDDAI_clean_h,['FC1=C(F)[C@@H](C(=C(F)[C@@H]1Cc1ccncc1)F)Cc1ccncc1'],True
QIFLEY_clean,,
QIFTUW_clean,"['Cc1ncc(nc1)C', 'n1c(C)cncc1', '[C]#CC#[C]', '[C](=O)[O].[C]F.FF.FF.[F]', 'C(=O)(C(F)(F)F)[O]']",True
QIGBIR_clean,['[C]#N'],True
QIHXIQ_clean,"['[O]C(=O)c1ccc(c2ccc(cc2)C(=O)[O])cc1', '[n]1nc(c(c2ccncc2)c1C)C']",True
QIJLAW_clean,['C(#N)[N]C#N'],True
QILBUK_clean,"['c1c(ccc(c1)c1ccc(cc1)N(c1ccc(cc1)c1ccc(cc1)C(=O)[O])c1ccc(c2ccc(cc2)C(=O)[O])cc1)C(=O)[O]', 'c1c(C[CH]Cc2ccncc2)ccnc1']",True
QINSUD01_clean,"['C(=O)[O]', 'C[O].[O]']",True
QINSUD_clean,['C(=O)[O]'],True
