MOFname,linker-SMILES,RDKitLinkerSanity
XISPEW_clean,"['c1cc(ccn1)C#CC#Cc1ccncc1', 'N#[C]']",True
XISPUM01_clean,"['[c]1[c]c([c][c]n1)C#CC#Cc1[c][c]n[c][c]1', 'N#[C]']",True
XISPUM_clean,"['c1cc(ccn1)C#CC#Cc1ccncc1', 'N#[C]']",True
XISVUR_clean,['C(=O)(c1ccc(cc1)C(=O)[O])[O]'],True
XISXEE_clean,['C(c1ccc(cc1)C(=O)[O])(c1ccc(cc1)C(=O)[O])(c1ccc(cc1)C(=O)[O])c1ccc(cc1)C(=O)[O]'],True
XITYOP_clean,['O=C([O])c1cc(cc(C(=O)[O])c1)c1c2c(c(c3cc(C(=O)[O])cc(C(=O)[O])c3)c3ccccc13)cccc2'],True
XIVMEW01_clean,['O=C([O])c1c(c(c(C(=O)[O])c([N])c1[N])[N])[N]'],True
XIVMEW_clean,['O=C([O])c1c(c(c(C(=O)[O])c([N])c1[N])[N])[N]'],True
XIWKUJ_clean,['[O]P(=O)([O])[O]'],True
XIWLAQ_clean,['P(=O)([O])([O])[O]'],True
XIYYEL_clean,['C(=O)(C(=O)[O])[O]'],True
XIZJEW_clean,"['O=P([O])[O]', 'O=[P@H]([O])O', '[O][P@H](=O)O[O]', 'C1CN2CCN1CC2']",True
XOBDUO_clean,['c1cnccc1c1ccncc1'],True
XOBXIW_clean,['C(=O)[O]'],True
XOCWET_clean,['[O]C(=O)c1cc(c(cc1C(=O)[O])C(=O)[O])C(=O)[O]'],True
XODNUB_clean,"['c1cccc(C#[C])c1', 'n1cn(cc1)CCCCn1cncc1', 'FC(F)(F)C(=O)[O]', 'FF.F[C](F)C(=O)[O]']",True
XODXIZ_clean,['O=C[O]'],True
XOFFUT_clean,['[O]C(=O)c1cccc(C(=O)[O])c1'],True
XOFGAC_clean,"['c1c(cc(cc1C(=O)[O])C(=O)[O])c1nc(c2cc(C(=O)[O])cc(c2)C(=O)[O])ccc1', '[O]C=O']",True
XOFGEG_clean,"['C(=O)(c1cc(cc(c1)C(=O)[O])c1cccc(c2cc(C(=O)[O])cc(c2)C(=O)[O])n1)[O]', 'O=C[O]']",True
XOFPEP01_clean,['O=C(c1cc(C(=O)[O])cc(c1)N(=O)=O)[O]'],True
XOFPEP_clean,['O=N(=O)c1cc(cc(C(=O)[O])c1)C(=O)[O]'],True
XOGXAU_clean,"['O=C(c1ccc(cc1)c1c(c2ccc(C(=O)[O])cc2)ccc(C(=O)[O])c1)[O]', 'c1cc2c(cc1)n(CCCCCCn1c3ccccc3nc1C)c(n2)C']",True
XOHLEM_clean,['O=C(c1cc(cc(C(=O)[O])c1)C(=O)[O])[O]'],True
XOHTUJ_clean,['c1nccnc1'],True
XOJPES_clean,"['[C]#[C]', '[C]#N']",True
XOJWEZ_clean,['c1(c(C)[nH]nc1C)c1c(C)[nH]nc1C'],True
XOJWOJ_clean,['c1(ccc(cc1)C(=O)[O])P(=O)([O])[O]'],True
XOKHIP_clean,['O=C([O])c1cc(Br)cc(c1)C(=O)[O]'],True
XOLGEM_clean,['C(=O)(c1c(C(=O)[O])nn[n]1)[O]'],True
XOMCIL_clean,"['O=C([O])[O]', 'C(=O)(C(=O)[O])[O]']",True
XOMCIN_clean,"['c1(ccncc1)c1cc(cc(c1)C(=O)[O])C(=O)[O]', 'n1ccccc1']",True
XOMCOT_clean,"['n1ccn(c1)c1ccc(cc1)c1ccc(n2cncc2)cc1', 'n1ccc(c2cc(cc(C(=O)[O])c2)C(=O)[O])cc1']",True
XOMCUZ_clean,"['[c]1cc(cc(C(=O)[O])c1)C(=O)[O].[C@@]123[C@H]4[C@H]5[N@]6([C@H]5[C@@H]14)[C@H]1[C@@H]2[C@@H]3[C@@H]61', 'c1nccn1c1ccc(cc1)c1ccc(cc1)n1cncc1']",False
XOMDOU_clean,['c12ccccc1[n+](cc(n2)/C(=N/N=C(\\CC)/c1c[n+]([O-])c2c(cccc2)n1)/CC)[O-]'],True
XOMGIQ_clean,['CC(=O)[C](C(=O)C)C#N'],True
XOMJOY_clean,"['c1ncccc1', 'c1(c(c2ccc(cc2c(C(=O)[O])c1)Cl)c1c(cc(c2cc(ccc12)Cl)C(=O)[O])OCC)OCC']",True
XOMJUE_clean,"['c1ncccc1', 'c1(c(c2ccc(Cl)cc2c(C(=O)[O])c1)c1c(cc(c2c1ccc(Cl)c2)C(=O)[O])OCC)OCC']",True
XOMNEU_clean,"['CC1(C)c2cc(ccc2[C]2[C@]34[C][C][C@]3([C][C]4)[C](C=C12)C(=O)[O])C(=O)[O]', '[C]12[C]([C]1)[C]1[C@@]2([C]1)c1cc(C(=O)[O])ccc1c1ccc(c[c]1)C(=O)[O]', 'c1nccn1CCCCn1cncc1']",True
XONGUD_clean,['O=C([O])C'],True
XONLES01_clean,['C(=O)(c1ccc(cc1)c1cc2c(cc(c(c2cc1)c1c(cc(c2c1ccc(c1ccc(C(=O)[O])cc1)c2)c1ccc(cc1)C(=O)[O])O[C]([C][C])[C])O[C]([C][C])[C])c1ccc(cc1)C(=O)[O])[O]'],True
XONLES_clean,['C(=O)(c1ccc(cc1)c1cc2c(cc(c(c2cc1)c1c(cc(c2c1ccc(c1ccc(C(=O)[O])cc1)c2)c1ccc(cc1)C(=O)[O])O[C][C]1[C][C]1)O[C][C]1[C][C]1)c1ccc(cc1)C(=O)[O])[O]'],True
XOPJAO_clean,"['c1(cc[c]cc1)C(=O)[O].[C]1[C]2[C](c3ccc(cc3)C(=O)[O])[C]12', 'C(Cn1cncc1)CCn1cncc1']",True
XOPKIX_clean,['N#Cc1ccc(c2ccc(C#N)s2)s1'],True
XOPKOD_clean,['N#Cc1ccc(c2ccc(C#N)s2)s1'],True
XOPLOE_clean,['O=C([O])c1ccc(Oc2ccc(cc2)C(=O)[O])cc1'],True
XOPLUL_clean,['O=C([O])c1oc(C(=O)[O])cc1'],True
XOPMIA_clean,"['c1cc(Oc2ccc(cc2)C(=O)[O])ccc1C(=O)[O]', 'c1(ccncc1)[CH][N][N][CH]c1ccncc1']",True
XOQXEH_clean,['O=C([O])c1ccc(cc1)C(C(F)(F)F)(C(F)(F)F)c1ccc(C(=O)[O])cc1'],True
XOQXIL_clean,['C(=O)([O])c1ccc([Si](c2ccccc2)(c2ccccc2)c2ccc(cc2)C(=O)[O])cc1'],True
XOQXOR_SL,['c1(ccc(cc1)C(=O)[O])[Si](c1ccc(cc1)C)(c1ccc(cc1)C(=O)[O])c1ccc(cc1)C'],True
XORHET_clean,['n1nc([n]c1)C1=[N]=C(N=N1)c1cnccn1'],False
XOSPEB_clean,['P(=O)([O])[O]'],True
XOSPOK_clean,['[O]P(=O)([O])[O]'],True
XOSPUQ02_clean,['O=P([O])([O])[O]'],True
XOSPUQ_clean,['[O]P(=O)([O])[O]'],True
XOSQOL_clean,"['[O]P(=O)([O])[O]', '[O]P(=O)([O])O']",True
XOTGUI_clean,['C(=O)(C(=O)[O])[O]'],True
XOTHAP_clean,['C(=O)(C(=O)[O])[O]'],True
XOTSEG_clean,['c1(C#Cc2c(C)c(c(c(C#Cc3ccc(cc3)C(=O)[O])c2C)C)C#Cc2ccc(C(=O)[O])cc2)ccc(cc1)C(=O)[O]'],True
XOTSIK_clean,"['c1cc(ccc1C#Cc1c(c(C#Cc2ccc(C(=O)[O])cc2)c(c(C#Cc2ccc(C(=O)[O])cc2)c1C)C)C)C(=O)[O]', 'c1(c(c(c(C)c(c1C)C#Cc1ccc(C(=O)[O])cc1)C#Cc1ccc(C(=O)[O])cc1)C)C#Cc1ccc(C(=O)[O])c[c]1']",True
XOTXAG_clean,['c1(ccc(c2c1c(ccc2C(=O)[O])C(=O)[O])C(=O)[O])C(=O)[O]'],True
XOTXUB_clean,"['c1nccn1Cc1ccc(cc1)Cn1ccnc1', 'C(=O)([C@H]1CC[C@H](CC1)C(=O)[O])[O]']",True
XOTZIR_clean,"['c1(OC)cc(c(OC)cc1/C=C/c1ccc(cc1)C(=O)[O])/C=C/c1ccc(cc1)C(=O)[O]', 'c1(/C=C/c2[c]c(O[C])c(/C=C/c3ccc(C(=O)[O])cc3)[c]c2O[C])ccc(C(=O)[O])cc1']",True
XOVPON_clean,['O=C([O])CCCCC(=O)[O]'],True
XOVPUU_clean,['C(=O)(c1ccc(c2c(c(c([O])c(c3ccc(C(=O)[O])cc3)c2)c2c(c(c3ccc(C(=O)[O])cc3)cc(c3ccc(C(=O)[O])cc3)c2[O])[O])[O])cc1)[O]'],True
XOVQAB_clean,"['c1(c(c(cc(c1O[C][C][O])c1ccc(cc1)C(=O)[O])c1ccc(cc1)C(=O)[O])O[C][C][O])c1c(O[C][C][O])c(c2ccc(cc2)C(=O)[O])cc(c2ccc(C(=O)[O])cc2)c1O[C][C][O]', 'C(=O)(c1ccc(c2cc(c3c4c2O[C][C]2[C]5[C@]6([C]([C]O[C]([C]Oc7c4c(c(cc7c4ccc(C(=O)[O])cc4)c4ccc(C(=O)[O])cc4)O[C][C]([C][C@@]4([C]([C]O2)O4)[C])O[C]2[C][C@]4([C]([C][C]O3)O4)[C]2)[C]O[C][C])[C]6)O5)c2ccc(C(=O)[O])cc2)cc1)[O]', 'C(=O)(c1ccc(c2c3c4c(c(c5ccc(cc5)C(=O)[O])c2)O/[C]=[C]/O[C][C]O[C][C]O[C][C]O/[C]=[C]/Oc2c4c(c(cc2c2ccc(C(=O)[O])cc2)c2ccc(C(=O)[O])cc2)O[C][C]O[C][C]O[C][C]O[C][C]O[C][C]O3)cc1)[O]']",True
XOVQEF_SL,"['c1c(c(O)c(cc1c1ccc(C(=O)[O])cc1)c1c(O)c(cc(c2ccc(C(=O)[O])cc2)c1)c1ccc([C]([O])[O])cc1)c1ccc(C(=O)[O])cc1', 'c1(ccc(C(=O)O)cc1)c1c(O)c(c2cc(cc(c3ccc(C(=O)[O])cc3)c2O)c2ccc(C(=O)[O])cc2)cc(c2ccc([C]([O])[O])cc2)c1', 'c1cc(c2cc(c3ccc(C(=O)[O])cc3)cc(c3cc(c4ccc(cc4)C(=O)O)cc(c4ccc(cc4)C(=O)[O])c3O)c2O)ccc1C(=O)[O]']",True
XOVQIJ_clean,['c1(ccc(cc1)c1cc2c(c(c3ccc(cc3)C(=O)[O])c1)OCCOCCOCCOCCOCCOc1c2cc(c2ccc(C(=O)[O])cc2)cc1c1ccc(cc1)C(=O)[O])C(=O)[O]'],True
XOVVEK_clean,"['c1nnc[n]1', 'O=C([O])c1cccc(C(=O)[O])c1']",True
XOVVIO_clean,"['[O]C(=O)c1cc(C(=O)[O])cc(O)c1', 'c1n[n]cn1']",True
XOVVOU_clean,"['[N]1=CN=NC=1', 'c1(cc(cc(C(=O)[O])c1)N(=O)=O)C(=O)[O]']",False
XOVXAI_clean,['c1ccc(C(=O)[O])c(C(=O)[O])[n+]1[O-]'],True
XOVXEM_clean,['C1=CN([O])C(=C(C(=O)[O])C1)C(=O)[O]'],True
XOVYIR_clean,['c1ccc(c(C(=O)[O])[n+]1[O-])C(=O)[O]'],True
XOVYUD_clean,['P(=O)([O])([O])C[NH]1CCC(CC1)C(=O)[O]'],True
XOXMED_clean,['C(=O)(c1cc(c(c(c1)C)n1c(=O)c2c3c(c1=O)ccc1c(=O)n(c4c(C)cc(C(=O)[O])cc4C)c(=O)c(cc2)c31)C)[O]'],True
XUCLIS_clean,"['c1(ccc(cc1)c1cccc(c1)c1ccc(cc1)C(=O)[O])C(=O)[O]', 'c1ccc(cn1)[CH][C@H]1CC[C@H]([CH]c2cnccc2)CC1']",True
XUCNOZ_clean,['C1CCN(CP(=O)([O])[O])[C@H]1C(=O)[O]'],True
XUCSAR01_clean,"['[C]1([CH]C(=NC=N1)C(=O)[O])C(=O)[O]', 'C(=O)([O])C(=O)[O]']",True
XUCSAR_clean,"['C(=O)(c1ncnc(C(=O)[O])c1)[O]', 'C(=O)([O])C(=O)[O]']",True
XUDNAN_clean,['O=C([O])c1cc2c(cc1)c1c(C2(C)C)cc(cc1)C(=O)[O]'],True
XUDNUH_clean,['c1(ccc(cc1)N(c1ccc(cc1)C(=O)[O])c1cccc(c1)N(c1ccc(cc1)C(=O)[O])c1ccc(cc1)C(=O)[O])C(=O)[O]'],True
XUDPIX_clean,"['N(c1ccc(C(=O)[O])cc1)(c1cc(N(c2ccc(C(=O)[O])cc2)c2ccc(cc2)C(=O)[O])ccc1)c1ccc(cc1)C(=O)[O]', 'n1cn(cc1)c1ccc(cc1)n1cncc1', 'c1nccn1[C]']",True
XUDPOD_clean,"['N(c1ccc(C(=O)[O])cc1)(c1ccc(C(=O)[O])cc1)c1cccc(N(c2ccc(C(=O)[O])cc2)c2ccc(cc2)C(=O)[O])c1', 'C(=[CH])[N]12[C@H]3[C@@H]4[C@H]([C@@H]13)[C]4C=C2.[C@@H]12[C@H]3[C@]45C=C[N]1(C=C4)[C@@H]2[C@@H]35.[N@]123[N@]45[N@]67[N@]1([N@@]18[N@@]96[N@@]64[N@@]21[C@@]896)[C@@]357']",False
XUDYEC_clean,"['c1(ccc(C(=O)[O])cc1)c1ccc(C(=O)[O])cc1', 'n1[n]cnc1N']",True
XUDYOM_clean,"['C1=N[CH]C=N1', 'C(=O)(C(=O)[O])[O]']",True
XUFPIZ_clean,"['O=C(c1ccc(Oc2ccc(cc2)C(=O)[O])cc1)[O]', 'n1(cncc1)Cc1c(cccc1)Cn1cncc1']",True
XUFWOM_clean,['C(=O)(c1ccc(cc1c1cc(cc(C(=O)[O])c1)C(=O)[O])C(=O)[O])[O]'],True
XUFXED_clean,['c1nccc(c1)c1ccncc1'],True
XUFYAA_clean,['C(=O)(c1ccc(cc1)c1cc(c2ccc(C(=O)[O])cc2)cc(c2ccc(C(=O)[O])cc2)c1)[O]'],True
XUFYEE_clean,['C(=O)(c1ccc(cc1)c1cc(c2ccc(C(=O)[O])cc2)cc(c2ccc(C(=O)[O])cc2)c1)[O]'],True
XUGDOU_clean,['n1nn[n]c1Cc1n[n]nn1'],True
XUGROI_clean,['c1(c(c2cc(ccc2)C(=O)[O])cc(c(c1)c1cc(ccc1)C(=O)[O])c1cc(ccc1)C(=O)[O])c1cc(ccc1)C(=O)[O]'],True
XUGSEY_clean,"['C(=O)(c1ccc(cc1)c1cc(c(c2ccc(C(=O)[O])cc2)cc1c1ccc(cc1)C(=O)[O])c1ccc(cc1)C(=O)[O])[O]', 'Fc1c(c(/C/2=C/3\\C=CC(=N3)/C(=c\\3/cc/c(=C(/C4=N/C(=C(/c5ccncc5)\\c5ccc2[n]5)/C=C4)\\c2c(F)c(F)c(F)c(F)c2F)/[n]3)/c2ccncc2)c(F)c(F)c1F)F']",True
XUGWAZ_clean,['c1cc(ccc1S([O])([O])[O])/C/1=c/2\\cc/c(=C(/C3=N/C(=C(/c4ccc(cc4)S([O])([O])[O])\\c4ccc(/C(=C\\5/C=CC1=N5)/c1ccc(cc1)S([O])([O])[O])[n]4)/C=C3)\\c1ccc(cc1)S([O])([O])[O])/[n]2'],True
XUGWUS_clean,"['c1c(cccn1)C(=O)[O]', 'c1nccc(c2ccncc2)c1']",True
XUHVON_clean,"['C(=O)([O])c1cc(C(=O)[O])cc(C(=O)[O])c1', 'c1(c2ccc(c3nnn[n]3)cc2)nnn[n]1']",True
XUJPEY_clean,['c1(cc(cc(C(=O)[O])c1)C(=O)[O])C(=O)[O]'],True
XUJPIC_clean,['c1(cc(cc(C(=O)[O])c1)C(=O)[O])C(=O)[O]'],True
XUJPOI_clean,"['c1(cc(C(=O)[O])cc(C(=O)[O])c1)C(=O)[O]', 'CC(=O)[O]']",True
XUJQAV_clean,"['c1(cc(C(=O)[O])cc(C(=O)[O])c1)C(=O)[O]', 'CC(=O)[O]']",True
XUJSAY_clean,"['[C@@H]12C[C@@]3(C[C@@H](C[C@](C1)(C3)C(=O)[O])C2)C(=O)[O]', 'C1(=O)N2CN3C(=O)N4CN5C(=O)N6CN7C(=O)N8CN9C(=O)N%10CN%11C(=O)N%12CN1[C@H]1[C@@H]2N2CN%13C(=O)N(CN%14C(=O)N(CN%15C(=O)N(CN%16C(=O)N(CN%17C(=O)N(CN1C2=O)[C@H]%12[C@H]%11%17)[C@H]%10[C@H]9%16)[C@H]8[C@H]7%15)[C@H]6[C@H]5%14)[C@H]4[C@H]3%13']",True
XUKHUI_clean,['C(=O)(c1cc(cc(c1)NCc1ccc(CNc2cc(cc(C(=O)[O])c2)C(=O)[O])cc1)C(=O)[O])[O]'],True
XUKLAS_clean,"['C(=O)(c1cc(c(nc1C)C)C(=O)[O])[O]', 'n1[c]cc(c2ccncc2)cc1.[H]']",True
XUKNIC_clean,['[O]C(=O)c1cc(cc(c1)c1ccc(cc1)C(=O)[O])C(=O)[O]'],True
XULCIR_clean,"['c1cc(ccn1)c1ccncc1', '[C]#N']",True
XULDOZ_clean,['C(=O)(c1cc(cc(c1)C(=O)[O])OCCCCCOc1cc(cc(c1)C(=O)[O])C(=O)[O])[O]'],True
XULFOA_clean,"['c1c[c]ccn1.[CH]1[CH][C@@H]2[C@@]3([CH]C=NC=C3)[C@H]12', 'C(=O)([O])[O]']",True
XULGUI_clean,"['c1ccc2c(c3c(cccn3)cc2)n1', 'C(=O)(c1ccc2c(c1)ccc(C(=O)[O])c2)[O]']",True
XULVAD_clean,['c1(nc(cnc1C(=O)[O])C(=O)[O])C(=O)[O]'],True
XUMCAK_clean,['[C]#N'],True
XUMFIV_clean,"['n1ccc(Sc2ccncc2)cc1', 'N#C[S]']",True
XUMMOJ_clean,['N(c1cccnc1)C(=O)/[C]=C/[CH].n1[c][c]cc(NC(=O)[C]C=[CH])c1.[H].[H]'],True
XUMMUP_clean,['n1cccc(NC(=O)c2cccc(C(=O)Nc3cccnc3)c2)c1'],True
XUMNAW_clean,"['c1(N(c2ccc(c3ccncc3)cc2)c2ccc(c3ccncc3)cc2)ccc(c2ccc(N(c3ccc(cc3)c3ccncc3)c3ccc(cc3)c3ccncc3)cc2)cc1', 'c1(N(c2ccc(c3ccncc3)cc2)c2ccc(c3ccncc3)cc2)ccc(c2ccc(N(c3cc[c]cc3)c3cc[c]cc3)cc2)cc1.[N]1[C@H]2[C@@H]([C][C@@H]3[CH][CH][C@H]13)[CH][CH]2.[N]1[C@H]2[C@@H]([C][C@@H]3[CH][CH][C@H]13)[CH][CH]2']",True
XUMNEA_clean,"['c1cc(ccn1)c1ccc(cc1)N(c1ccc(cc1)c1ccncc1)c1ccc(cc1)c1ccc(cc1)N(c1ccc(c2ccncc2)cc1)c1ccc(cc1)/C(=C/[CH])/[C].[CH]=[N].[H]', 'C(=O)(c1ccc(cc1)c1cccc(c1)c1ccc(cc1)C(=O)[O])[O]']",True
XUMNIE_clean,"['n1ccc(cc1)c1ccc(N(c2ccc(c3ccncc3)cc2)c2ccc(cc2)c2ccc(N(c3ccc(cc3)c3ccncc3)c3ccc(cc3)c3ccncc3)cc2)cc1', 'C(=O)(c1ccc(cc1)[C]1C=C[C@@]2(C=C1)[C@@]1(O[C@]21[O])[O])[O]']",True
XUMRUU_clean,['n1(c2cc(n3cncc3)cc(n3cncc3)c2)cncc1'],True
XUMSOP_clean,"['C[C@H](C(=O)[O])[C@H](C(=O)[O])C', 'C(=O)([CH][CH]C(=O)[O])[O]', 'C(=O)([C][C]C(=O)[O])[O]']",True
XUMTUV_clean,['N(=O)(=O)c1cc(cc(c1)C(=O)[O])C(=O)[O]'],True
XUMVAD_clean,['N(=O)(=O)c1cc(cc(C(=O)[O])c1)C(=O)[O]'],True
XUMVEH_clean,['N(=O)(=O)c1cc(cc(c1)C(=O)[O])C(=O)[O]'],True
XUNGIX_clean,['O=C(c1ccc(c2ccc(C(=O)/C=C(\\[O])/C(C)(C)C)cc2)cc1)[CH]C(=O)C(C)(C)C'],True
XUNGOD_clean,['n1ccc(C(=O)[O])cc1'],True
XUNGUJ_clean,['n1ccc(C(=O)[O])cc1'],True
XUNHAQ_clean,['n1ccc(C(=O)[O])cc1'],True
XUNRUV_clean,['[O]C(=O)c1ccncc1'],True
XUNSAC_clean,['[O]C(=O)c1ccncc1'],True
XUNSEG_clean,['n1ccc(C(=O)[O])cc1'],True
XUNSIK_clean,['n1ccc(C(=O)[O])cc1'],True
XUNSOQ_clean,['O=C([O])c1ccncc1'],True
XUNTAD_clean,['O=C([O])c1ccncc1'],True
XUNTIL_clean,['n1ccc(C(=O)[O])cc1'],True
XUPSAE_clean,['C(=O)(c1cc(cc(C(=O)[O])c1)c1cc(C(=O)[O])cc(C(=O)[O])c1)[O]'],True
XUQSIN_clean,['[C]#N'],True
XUQWEL_clean,"['S(=O)(=O)([O])[O]', 'S(=O)(=O)(O[O])O[O]']",True
XURNUU_clean,"['c1cc(ccn1)c1ccncc1', '[O]S(=O)(=O)[O]']",True
XUTQEI_clean,"['c1(cc(C(=O)[O])cc(c1)C(=O)[O])C(=O)[O]', 'c1cnccc1c1ccncc1']",True
XUVHEB_clean,"['c1cc(c2ccncc2)ccn1', 'c1(ccc(cc1)c1ccc(C(=O)[O])cc1)C(=O)[O]']",True
XUVQOW_clean,['C(=O)(O)c1cc(c2cc(c(cc2c2cc(C(=O)[O])cc(C(=O)[O])c2)C(=O)[O])C(=O)[O])cc(C(=O)[O])c1'],True
XUWFUR_clean,['c1cnccc1c1ccncc1'],True
XUWKEH_clean,['[C]#N'],True
XUWSUD_clean,['[O]P(=O)([O])[O]'],True
XUWTAK_clean,['[O]P(=O)([O])[O]'],True
XUWVUG_clean_h,['[O]C(=O)[C]1[CH][C]([C]([O])[O])[CH][C]([CH]1)C(=O)[O]'],True
XUYDIF_clean,"['c1cccc(c2nnc(c3ccncc3)n2c2ccncc2)n1', '[N][N][N]']",True
XUYXAR_clean,"['[O]C(=O)c1cc(c(cc1)c1c(C(=O)[O])cc(cc1)C(=O)[O])C(=O)[O]', 'c1cccnc1c1ncccc1']",True
XUZDUS_clean,"['[O]S([O])(c1ccc(C(=O)[O])cc1)[O]', 'C1N2CN3CN1CN(C3)C2']",True
XUZFUU_clean,['c1(c(cc(c(c1)[O])[O])[O])[O]'],True
YABHER_clean,['c1c(cc(cc1C(=O)[O])c1c(cc(cc1C)c1cc(c(c2cc(cc(c2)C(=O)[O])C(=O)[O])c(c1)C)C)C)C(=O)[O]'],True
YABHIV_clean,"['c1[c]c[c]cc1c1c(cc(cc1C)c1cc(C)c(c2c[c]c[c]c2)c(C)c1)C.[C](=O)O[O].[C](=O)O[O].O([C]=O)[O].[C](=O)O[O]', 'O=O']",True
YABPAU_clean,['c1c(C(=O)[O])sc(C(=O)[O])c1'],True
YABWOP_clean,"['C(P(=O)([O])[O])P(=O)([O])[O]', '[O][O]']",True
YAGJOI_clean,"['c1c(ccnc1)c1ccncc1', '[n]1nnc(c1C(=O)[O])C(=O)[O]']",True
YAGRON_clean,['P(=O)([O])([O])[O]'],True
YAHPED_clean,"['c1c(C(=O)O)cc(cc1C(=O)[O])C(=O)[O]', 'n1ccc(cc1)c1ccncc1']",True
YAJXIT_clean,['c1cc(c2ccc(cn2)C(=O)[O])ncc1C(=O)[O]'],True
YAJXUF_clean,['C(=O)(c1cnc(c2ccc(C(=O)[O])cn2)cc1)[O]'],True
YAJZIV_clean,['c1(c(cc(c(C(=O)[O])c1)C(=O)[O])C(=O)[O])S([O])([O])[O]'],True
YANBAR01_clean,['C(=O)[O]'],True
YANBAR02_clean,['C(=O)[O]'],True
YANBAR03_clean,['C(=O)[O]'],True
YANBAR_clean,['C(=O)[O]'],True
YAPLIM_clean,['C1=N/C(=C\\[N][N][CH][C]2N=CN=C2)/C=N1'],True
YAPLOS_clean,['N1=CN=C/C/1=C/[N][N]/C=C/1\\[CH]N=C[N]1'],True
YAPLUY_clean,"['C1=N[CH]/C(=C/[N][N])/[N]1', 'C1(=[CH])N=CN=C1']",True
YAPMAF_clean,['C1=N/C(=C\\[N][N][CH][C]2C=NC=N2)/C=N1'],True
YAPXIX_clean,['C(C(F)(F)F)(c1ccc(C(=O)[O])cc1)(C(F)(F)F)c1ccc(C(=O)[O])cc1'],True
YAPYUK_clean,"['c1(cc(c(cc1)C(=O)[O])C(=O)[O])C(=O)c1cc(c(cc1)C(=O)[O])C(=O)[O]', 'n1ccncc1']",True
YAQCAW_clean,"['[O]P(=O)([O])O', '[O]P([O])[O].O.[H]']",True
YAQCEY_clean,['n1[c][c]c([c][c]1)C(=O)[O]'],True
YAQCIE_clean,['P(=O)([O])(O)[O]'],True
YAQKEI_clean,['[Sb]12[N@@](CC(=O)O1)(CC(=O)[O])CCN(CC(=O)[O])CC(=O)O2'],False
YAQZUN_clean,['C(=O)(c1c(C(=O)[O])cc(C(=O)[O])c(C(=O)[O])c1)[O]'],True
YARBAW_clean,"['C(=O)([O])c1c(c(c2c(c1)cccc2)Cc1c(c(C(=O)[O])cc2c1cccc2)O)O', 'c1cc(ccn1)CCc1ccncc1']",True
YARBIE_clean,"['c1c2c(cccc2)c(Cc2c3c(cccc3)cc(C(=O)[O])c2O)c(O)c1C(=O)[O]', 'n1cc[c]cc1.[CH2]CC[CH2].c1c[c]ccn1']",True
YARBUQ_clean,"['[O]C(=O)c1cc2c(c(c1O)Cc1c(O)c(C(=O)[O])cc3c1cccc3)cccc2', 'n1ccc(CCCc2ccncc2)cc1']",True
YARDEC_clean,"['c1nccn1Cc1ccc(Cn2cncc2)cc1', 'C(=O)(c1ccc(C(=O)[O])cc1)[O]']",True
YARDIG_clean,"['C(=O)(c1ccc(C(=O)[O])cc1)[O]', 'c1nccn1Cc1ccc(Cn2cncc2)cc1']",True
YARGAB_clean,['O=C([O])c1c2c(cccc2)c(C(=O)[O])c2c1cccc2'],True
YARGOP_clean,"['c12ccccc1c(c1c(cccc1)c2C(=O)[O])C(=O)[O]', '[C@@H]12[C@H]3[C@H]4[C@@H]1[C@]12[C@@H]2[C@@H]5[N@@]34[C@@H]5[C@H]12.[N@@]123[C@@H]4[C@H]5[C@@H]([C@H]34)[C@@]35[C@H]4[C@@H]1[C@@H]2[C@@H]34']",False
YARKAF_clean,"['[O]C(=O)c1c(cc(Oc2cc(c(cc2)C(=O)[O])C(=O)[O])cc1)C(=O)[O]', 'c1cc(ccn1)CCc1ccncc1']",True
YARKEJ_clean,"['[O]C(=O)c1c(ccc(Oc2ccc(c(c2)C(=O)[O])C(=O)[O])c1)C(=O)[O]', 'n1ccc(cc1)CCc1ccncc1']",True
YARKOT_clean,['c1(ccc(cc1C(=O)[O])Oc1ccc(c(c1)C(=O)[O])C(=O)[O])C(=O)[O]'],True
YARSAN_clean,"['[O]C(=O)c1ccc(c2ccccc12)C(=O)[O]', 'c1n(c2ccc(n3cncc3)cc2)cnc1']",True
YARVEV_clean,"['c1(ccc(cc1)P(=O)([O])[O])[Si](c1ccc(cc1)P(=O)([O])[O])(c1ccc(cc1)[P@@](=O)([O])O)c1ccc(cc1)P(=O)([O])[O]', 'C1=N[CH]N(c2ccc(c3nnn[n]3)cc2)[N]1', 'c1c(ccc(c2[c]n[c][n]2)c1)c1[c]n[c][n]1']",True
YARYEV_clean,['[C]#N'],True
YARYIZ_clean,['[C]#N'],True
YARYOF_clean,"['C(CN)N', 'N#[C]']",True
YARYUL_clean,['[C]#N'],True
YARZEZ02_clean,['[C](=[N])[N][C]=[N]'],True
YARZEZ03_clean,['[C](=[N])[N][C]=[N]'],True
YARZEZ_clean,['N#C[N]C#N'],True
YASLOW_clean,"['C(=O)(c1ccc(o1)C(=O)[O])[O]', 'N12CN3CN(CN(C1)C3)C2']",True
YASLUA_clean,['C(#N)[S]'],True
YASNAJ_clean,"['n1ccc(cc1)c1ccc(cc1)c1ccncc1', 'S(=O)(=O)(c1ccc(C(=O)[O])cc1)c1ccc(cc1)C(=O)[O]']",True
YATDUV_clean,['c1c(C(=O)[O])cn[n]1'],True
