,MOFname,cp,edge_group_selfie,node_selfie,topo,tokenized_edge_selfies,edge_lens,node_plus_topo,tokenized_node_plus_topo,node_plus_topo_lens,mof_string,tokenized_mof_string,mof_string_lens,edge_smile
837,ths_N96_edge33698,1.121221808326038,[:0methyl_amine][Ring1][S][C][Branch][C][Branch][:1methyl_amine][pop][FrH0][pop][Branch][O][C][Branch][C][C][Branch][:1methyl_amine][pop][FrH0][pop][:1methyl_amine][pop][:1methyl_amine][pop],[Fr][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][Si][Branch1][C][C][Branch1][N][C][=C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][C][=C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1],ths,"[16, 68, 71, 61, 60, 61, 60, 29, 72, 64, 72, 60, 66, 61, 60, 61, 61, 60, 29, 72, 64, 72, 29, 72, 29, 72]",26,[Fr][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][Si][Branch1][C][C][Branch1][N][C][=C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][C][=C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][&&][ths],"[34, 22, 7, 22, 7, 20, 20, 22, 7, 54, 5, 58, 20, 22, 22, 20, 45, 22, 7, 22, 7, 20, 22, 34, 22, 7, 54, 1, 22, 7, 22, 7, 20, 22, 34, 22, 7, 54, 1, 4, 99]",41,[:0methyl_amine][Ring1][S][C][Branch][C][Branch][:1methyl_amine][pop][FrH0][pop][Branch][O][C][Branch][C][C][Branch][:1methyl_amine][pop][FrH0][pop][:1methyl_amine][pop][:1methyl_amine][pop][.][Fr][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][Si][Branch1][C][C][Branch1][N][C][=C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][C][=C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][&&][ths],"[20, 110, 113, 75, 74, 75, 74, 33, 148, 89, 148, 74, 104, 75, 74, 75, 75, 74, 33, 148, 89, 148, 33, 148, 33, 148, 8, 90, 75, 58, 75, 58, 72, 72, 75, 58, 110, 55, 115, 72, 75, 75, 72, 101, 75, 58, 75, 58, 72, 75, 90, 75, 58, 110, 1, 75, 58, 75, 58, 72, 75, 90, 75, 58, 110, 1, 6, 157]",69,NCSC(CN)(OC(CN)CC([Fr])CN)C([Fr])CN
838,bcg_N337_edge177865,0.6534921517388096,[Cl][C][=C][Branch][C][=C][Branch][C][=Branch][=C][Branch][FrH0][pop][Cl][pop][Cl][pop][Ring1][Ring2][pop][C][FrH0],[O][=C][Branch1][C][Fr][O][Lu][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][O][C][Branch1][C][Fr][O][Lu][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][C][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][=Branch1][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][#Branch2][O][C][Branch1][C][Fr][=O],bcg,"[62, 61, 52, 60, 61, 52, 60, 61, 51, 52, 60, 64, 72, 62, 72, 62, 72, 68, 69, 72, 61, 64]",22,[O][=C][Branch1][C][Fr][O][Lu][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][O][C][Branch1][C][Fr][O][Lu][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][C][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][=Branch1][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][#Branch2][O][C][Branch1][C][Fr][=O][&&][bcg],"[48, 7, 20, 22, 34, 48, 41, 20, 1, 48, 22, 20, 22, 34, 9, 48, 22, 20, 22, 34, 48, 41, 20, 1, 48, 22, 20, 22, 34, 9, 20, 2, 48, 22, 20, 22, 34, 48, 55, 54, 22, 20, 2, 48, 22, 20, 22, 34, 48, 55, 54, 5, 20, 2, 48, 22, 20, 22, 34, 48, 55, 54, 2, 48, 22, 20, 22, 34, 9, 4, 68]",71,[Cl][C][=C][Branch][C][=C][Branch][C][=Branch][=C][Branch][FrH0][pop][Cl][pop][Cl][pop][Ring1][Ring2][pop][C][FrH0][.][O][=C][Branch1][C][Fr][O][Lu][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][O][C][Branch1][C][Fr][O][Lu][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][C][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][=Branch1][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][#Branch2][O][C][Branch1][C][Fr][=O][&&][bcg],"[79, 75, 58, 74, 75, 58, 74, 75, 57, 58, 74, 89, 148, 79, 148, 79, 148, 110, 111, 148, 75, 89, 8, 104, 58, 72, 75, 90, 104, 97, 72, 1, 104, 75, 72, 75, 90, 60, 104, 75, 72, 75, 90, 104, 97, 72, 1, 104, 75, 72, 75, 90, 60, 72, 2, 104, 75, 72, 75, 90, 104, 111, 110, 75, 72, 2, 104, 75, 72, 75, 90, 104, 111, 110, 55, 72, 2, 104, 75, 72, 75, 90, 104, 111, 110, 2, 104, 75, 72, 75, 90, 60, 6, 125]",95,ClC([Fr])=C(Cl)C1=CC(C[Fr])=C1Cl
839,lcy_N372_edge3463,0.871197510083566,[:0alkene][C][C][=C][C][=Branch][=C][N][S][C][=C][Branch][C][Branch][FrH0][pop][Ring1][N][pop][Ring1][Branch][pop][FrH0][pop],[Fr][C][O][Co][Branch1][Ring2][O][Ring1][Ring2][Branch2][Branch1][Ring2][O][C][Branch1][C][Fr][O][Co][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#C][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1],lcy,"[7, 61, 61, 52, 61, 51, 52, 65, 71, 61, 52, 60, 61, 60, 64, 72, 68, 65, 72, 68, 60, 72, 64, 72]",24,[Fr][C][O][Co][Branch1][Ring2][O][Ring1][Ring2][Branch2][Branch1][Ring2][O][C][Branch1][C][Fr][O][Co][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#C][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][&&][lcy],"[34, 22, 48, 26, 20, 55, 48, 54, 55, 21, 20, 55, 48, 22, 20, 22, 34, 48, 26, 20, 6, 48, 22, 20, 22, 34, 48, 54, 20, 20, 6, 48, 22, 20, 22, 34, 48, 54, 3, 20, 45, 45, 22, 22, 7, 20, 22, 34, 22, 7, 54, 1, 45, 22, 7, 22, 20, 22, 34, 22, 7, 54, 1, 20, 45, 45, 22, 7, 22, 20, 22, 34, 22, 7, 54, 1, 45, 22, 7, 22, 20, 22, 34, 22, 7, 54, 1, 4, 83]",89,[:0alkene][C][C][=C][C][=Branch][=C][N][S][C][=C][Branch][C][Branch][FrH0][pop][Ring1][N][pop][Ring1][Branch][pop][FrH0][pop][.][Fr][C][O][Co][Branch1][Ring2][O][Ring1][Ring2][Branch2][Branch1][Ring2][O][C][Branch1][C][Fr][O][Co][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#C][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][&&][lcy],"[11, 75, 75, 58, 75, 57, 58, 101, 113, 75, 58, 74, 75, 74, 89, 148, 110, 101, 148, 110, 74, 148, 89, 148, 8, 90, 75, 104, 80, 72, 111, 104, 110, 111, 73, 72, 111, 104, 75, 72, 75, 90, 104, 80, 72, 56, 104, 75, 72, 75, 90, 104, 110, 72, 72, 56, 104, 75, 72, 75, 90, 104, 110, 4, 72, 101, 101, 75, 75, 58, 72, 75, 90, 75, 58, 110, 1, 101, 75, 58, 75, 72, 75, 90, 75, 58, 110, 1, 72, 101, 101, 75, 58, 75, 72, 75, 90, 75, 58, 110, 1, 101, 75, 58, 75, 72, 75, 90, 75, 58, 110, 1, 6, 140]",115,O=CC1=CC([Fr])=C2NSC=C2C1[Fr]
840,pcu_N152_edge119691,0.5863892791488966,[Cl][C][Branch][N][C][Branch][C][=C][Branch][C][Branch][Cl][pop][Ring1][Branch][Ring1][Ring2][pop][FrH0][pop][Cl][pop][FrH0],[Fr][C][O][Dy][Branch2][Ring2][O][O][C][Branch1][C][Fr][O][Dy][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][C][O][Ring2][Ring1][Branch1][O][C][Branch1][C][Fr][O][Ring2][Ring1][#Branch1],pcu,"[62, 61, 60, 65, 61, 60, 61, 52, 60, 61, 60, 62, 72, 68, 60, 68, 69, 72, 64, 72, 62, 72, 64]",23,[Fr][C][O][Dy][Branch2][Ring2][O][O][C][Branch1][C][Fr][O][Dy][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][C][O][Ring2][Ring1][Branch1][O][C][Branch1][C][Fr][O][Ring2][Ring1][#Branch1][&&][pcu],"[34, 22, 48, 29, 21, 55, 48, 48, 22, 20, 22, 34, 48, 29, 20, 6, 48, 22, 20, 22, 34, 48, 54, 2, 20, 6, 48, 22, 20, 22, 34, 48, 54, 6, 20, 2, 48, 22, 20, 22, 34, 48, 55, 54, 22, 48, 55, 54, 20, 48, 22, 20, 22, 34, 48, 55, 54, 1, 4, 90]",60,[Cl][C][Branch][N][C][Branch][C][=C][Branch][C][Branch][Cl][pop][Ring1][Branch][Ring1][Ring2][pop][FrH0][pop][Cl][pop][FrH0][.][Fr][C][O][Dy][Branch2][Ring2][O][O][C][Branch1][C][Fr][O][Dy][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][C][O][Ring2][Ring1][Branch1][O][C][Branch1][C][Fr][O][Ring2][Ring1][#Branch1][&&][pcu],"[79, 75, 74, 101, 75, 74, 75, 58, 74, 75, 74, 79, 148, 110, 74, 110, 111, 148, 89, 148, 79, 148, 89, 8, 90, 75, 104, 83, 73, 111, 104, 104, 75, 72, 75, 90, 104, 83, 72, 56, 104, 75, 72, 75, 90, 104, 110, 2, 72, 56, 104, 75, 72, 75, 90, 104, 110, 56, 72, 2, 104, 75, 72, 75, 90, 104, 111, 110, 75, 104, 111, 110, 72, 104, 75, 72, 75, 90, 104, 111, 110, 1, 6, 147]",85,ClC([Fr])N1C2(Cl)C=C([Fr])C12Cl
841,dia-f_N246_edge213116,0.8070980413549241,[:0sulfonic_acid][Ring1][:2pyridine][Branch][FrH0][pop][Branch][:3imidazole][Ring2][FrH0][pop][pop][pop],[Fr][C][O][Zn][O][C][Branch1][C][Fr][O][Zn][Branch1][Ring2][O][Ring1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][O],dia-f,"[22, 68, 36, 60, 64, 72, 60, 40, 69, 64, 72, 72, 72]",13,[Fr][C][O][Zn][O][C][Branch1][C][Fr][O][Zn][Branch1][Ring2][O][Ring1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][O][&&][dia-f],"[34, 22, 48, 65, 48, 22, 20, 22, 34, 48, 65, 20, 55, 48, 54, 6, 48, 22, 20, 22, 34, 48, 54, 48, 4, 75]",26,[:0sulfonic_acid][Ring1][:2pyridine][Branch][FrH0][pop][Branch][:3imidazole][Ring2][FrH0][pop][pop][pop][.][Fr][C][O][Zn][O][C][Branch1][C][Fr][O][Zn][Branch1][Ring2][O][Ring1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][O][&&][dia-f],"[26, 110, 40, 74, 89, 148, 74, 44, 111, 89, 148, 148, 148, 8, 90, 75, 104, 122, 104, 75, 72, 75, 90, 104, 122, 72, 111, 104, 110, 56, 104, 75, 72, 75, 90, 104, 110, 104, 6, 132]",41,O=S(O)c1cc([Fr])ncc1-c1cn([Fr])cn1
842,dia_N719_edge90380,0.7955243981233721,[O][C][Branch][C][Branch][O][FrH0][pop][C][C][=C][FrH0][pop][Br],[Fr][C][=C][N][Cu][Branch2][Ring1][Branch1][N][C][Branch1][#Branch2][C][=C][C][Branch1][C][Fr][=C][Ring1][#Branch1][=C][Ring1][#Branch2][C][=C][Ring1][=C][N][C][Branch1][=C][C][N][Ring1][#C][C][C][Branch1][C][Fr][=C][C][=Ring1][#Branch1][=C][C][=C][Branch1][C][Fr][C][Ring1][=C],dia,"[66, 61, 60, 61, 60, 66, 64, 72, 61, 61, 52, 64, 72, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",14,[Fr][C][=C][N][Cu][Branch2][Ring1][Branch1][N][C][Branch1][#Branch2][C][=C][C][Branch1][C][Fr][=C][Ring1][#Branch1][=C][Ring1][#Branch2][C][=C][Ring1][=C][N][C][Branch1][=C][C][N][Ring1][#C][C][C][Branch1][C][Fr][=C][C][=Ring1][#Branch1][=C][C][=C][Branch1][C][Fr][C][Ring1][=C][&&][dia],"[34, 22, 7, 45, 28, 21, 54, 20, 45, 22, 20, 2, 22, 7, 22, 20, 22, 34, 7, 54, 1, 7, 54, 2, 22, 7, 54, 7, 45, 22, 20, 7, 22, 45, 54, 3, 22, 22, 20, 22, 34, 7, 22, 11, 1, 7, 22, 7, 20, 22, 34, 22, 54, 7, 4, 76]",56,[O][C][Branch][C][Branch][O][FrH0][pop][C][C][=C][FrH0][pop][Br][.][Fr][C][=C][N][Cu][Branch2][Ring1][Branch1][N][C][Branch1][#Branch2][C][=C][C][Branch1][C][Fr][=C][Ring1][#Branch1][=C][Ring1][#Branch2][C][=C][Ring1][=C][N][C][Branch1][=C][C][N][Ring1][#C][C][C][Branch1][C][Fr][=C][C][=Ring1][#Branch1][=C][C][=C][Branch1][C][Fr][C][Ring1][=C][&&][dia],"[104, 75, 74, 75, 74, 104, 89, 148, 75, 75, 58, 89, 148, 71, 8, 90, 75, 58, 101, 82, 73, 110, 72, 101, 75, 72, 2, 75, 58, 75, 72, 75, 90, 58, 110, 1, 58, 110, 2, 75, 58, 110, 58, 101, 75, 72, 58, 75, 101, 110, 4, 75, 75, 72, 75, 90, 58, 75, 62, 1, 58, 75, 58, 72, 75, 90, 75, 110, 58, 6, 133]",72,OC(Br)C(CC=C[Fr])O[Fr]
843,sxb_N283_edge206030,0.8158577227981458,[S][:1benzenealcohol][=Branch][:0benzene][#Branch][FrH0][pop][pop][Ring1][S][pop][Ring2][FrH0][pop],[O][C][Branch1][C][Fr][O][Cu][Cu][Branch1][#Branch1][O][C][Branch1][C][Fr][O][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][C][O][C][Branch1][C][Fr][O][Ring2][Ring1][=Branch1],sxb,"[71, 25, 51, 9, 1, 64, 72, 72, 68, 71, 72, 69, 64, 72]",14,[O][C][Branch1][C][Fr][O][Cu][Cu][Branch1][#Branch1][O][C][Branch1][C][Fr][O][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][C][O][C][Branch1][C][Fr][O][Ring2][Ring1][=Branch1][&&][sxb],"[48, 22, 20, 22, 34, 48, 28, 28, 20, 1, 48, 22, 20, 22, 34, 48, 20, 6, 48, 22, 20, 22, 34, 48, 54, 2, 20, 6, 48, 22, 20, 22, 34, 48, 54, 7, 20, 2, 48, 22, 20, 22, 34, 48, 55, 54, 22, 48, 22, 20, 22, 34, 48, 55, 54, 5, 4, 98]",58,[S][:1benzenealcohol][=Branch][:0benzene][#Branch][FrH0][pop][pop][Ring1][S][pop][Ring2][FrH0][pop][.][O][C][Branch1][C][Fr][O][Cu][Cu][Branch1][#Branch1][O][C][Branch1][C][Fr][O][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][C][O][C][Branch1][C][Fr][O][Ring2][Ring1][=Branch1][&&][sxb],"[113, 29, 57, 13, 3, 89, 148, 148, 110, 113, 148, 111, 89, 148, 8, 104, 75, 72, 75, 90, 104, 82, 82, 72, 1, 104, 75, 72, 75, 90, 104, 72, 56, 104, 75, 72, 75, 90, 104, 110, 2, 72, 56, 104, 75, 72, 75, 90, 104, 110, 58, 72, 2, 104, 75, 72, 75, 90, 104, 111, 110, 75, 104, 75, 72, 75, 90, 104, 111, 110, 55, 6, 156]",74,Sc1c([Fr])ccc(Oc2ccccc2[Fr])c1S
844,nbo_N112_edge664,0.8793350058456934,[FrH0][C][Branch][C][=C][Branch][N][=C][Branch][N][Branch][FrH0][pop][N][pop][Ring1][Ring2][pop][:1alkyne][pop][=Ring1][->][O],[O][=C][Branch1][C][Fr][O][Cu][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1],nbo,"[64, 61, 60, 61, 52, 60, 65, 52, 60, 65, 60, 64, 72, 65, 72, 68, 69, 72, 23, 72, 56, 4, 66]",23,[O][=C][Branch1][C][Fr][O][Cu][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][&&][nbo],"[48, 7, 20, 22, 34, 48, 28, 20, 1, 48, 22, 20, 22, 34, 9, 20, 45, 45, 22, 7, 22, 20, 22, 34, 7, 22, 54, 1, 45, 22, 7, 22, 20, 22, 34, 7, 22, 54, 1, 4, 88]",41,[FrH0][C][Branch][C][=C][Branch][N][=C][Branch][N][Branch][FrH0][pop][N][pop][Ring1][Ring2][pop][:1alkyne][pop][=Ring1][->][O][.][O][=C][Branch1][C][Fr][O][Cu][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][&&][nbo],"[89, 75, 74, 75, 58, 74, 101, 58, 74, 101, 74, 89, 148, 101, 148, 110, 111, 148, 27, 148, 62, 7, 104, 8, 104, 58, 72, 75, 90, 104, 82, 72, 1, 104, 75, 72, 75, 90, 60, 72, 101, 101, 75, 58, 75, 72, 75, 90, 58, 75, 110, 1, 101, 75, 58, 75, 72, 75, 90, 58, 75, 110, 1, 6, 145]",66,C#CC1=c2c([Fr])nn([Fr])c2=N1
845,neb_N156_edge158321,0.7029943202817865,[:0methyl_amine][Ring1][C][=C][Branch][C][=C][Branch][C][S][C][Branch][FrH0][pop][Ring1][Branch][pop][Ring1][Ring2][pop][FrH0][pop],[O][=C][Branch1][C][Fr][O][Dy][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=N],neb,"[16, 68, 61, 52, 60, 61, 52, 60, 61, 71, 61, 60, 64, 72, 68, 60, 72, 68, 69, 72, 64, 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",22,[O][=C][Branch1][C][Fr][O][Dy][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=N][&&][neb],"[48, 7, 20, 22, 34, 48, 29, 20, 1, 48, 22, 20, 22, 34, 9, 20, 6, 48, 22, 20, 22, 34, 48, 54, 6, 48, 22, 20, 22, 34, 48, 54, 8, 4, 89]",35,[:0methyl_amine][Ring1][C][=C][Branch][C][=C][Branch][C][S][C][Branch][FrH0][pop][Ring1][Branch][pop][Ring1][Ring2][pop][FrH0][pop][.][O][=C][Branch1][C][Fr][O][Dy][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=N][&&][neb],"[20, 110, 75, 58, 74, 75, 58, 74, 75, 113, 75, 74, 89, 148, 110, 74, 148, 110, 111, 148, 89, 148, 8, 104, 58, 72, 75, 90, 104, 83, 72, 1, 104, 75, 72, 75, 90, 60, 72, 56, 104, 75, 72, 75, 90, 104, 110, 56, 104, 75, 72, 75, 90, 104, 110, 59, 6, 146]",59,NCC1=C([Fr])C2=C1CSC2[Fr]
846,srs_N372_edge37275,0.6773526033977181,[Br][C][C][Branch][:1methyl_amine][Ring1][C][Branch][FrH0][pop][Branch][Br][pop][Ring1][Branch][pop][pop][Branch][FrH0][pop][Br],[Fr][C][O][Co][Branch1][Ring2][O][Ring1][Ring2][Branch2][Branch1][Ring2][O][C][Branch1][C][Fr][O][Co][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#C][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1],srs,"[59, 61, 61, 60, 29, 68, 61, 60, 64, 72, 60, 59, 72, 68, 60, 72, 72, 60, 64, 72, 59]",21,[Fr][C][O][Co][Branch1][Ring2][O][Ring1][Ring2][Branch2][Branch1][Ring2][O][C][Branch1][C][Fr][O][Co][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#C][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][&&][srs],"[34, 22, 48, 26, 20, 55, 48, 54, 55, 21, 20, 55, 48, 22, 20, 22, 34, 48, 26, 20, 6, 48, 22, 20, 22, 34, 48, 54, 20, 20, 6, 48, 22, 20, 22, 34, 48, 54, 3, 20, 45, 45, 22, 22, 7, 20, 22, 34, 22, 7, 54, 1, 45, 22, 7, 22, 20, 22, 34, 22, 7, 54, 1, 20, 45, 45, 22, 7, 22, 20, 22, 34, 22, 7, 54, 1, 45, 22, 7, 22, 20, 22, 34, 22, 7, 54, 1, 4, 97]",89,[Br][C][C][Branch][:1methyl_amine][Ring1][C][Branch][FrH0][pop][Branch][Br][pop][Ring1][Branch][pop][pop][Branch][FrH0][pop][Br][.][Fr][C][O][Co][Branch1][Ring2][O][Ring1][Ring2][Branch2][Branch1][Ring2][O][C][Branch1][C][Fr][O][Co][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#C][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][&&][srs],"[71, 75, 75, 74, 33, 110, 75, 74, 89, 148, 74, 71, 148, 110, 74, 148, 148, 74, 89, 148, 71, 8, 90, 75, 104, 80, 72, 111, 104, 110, 111, 73, 72, 111, 104, 75, 72, 75, 90, 104, 80, 72, 56, 104, 75, 72, 75, 90, 104, 110, 72, 72, 56, 104, 75, 72, 75, 90, 104, 110, 4, 72, 101, 101, 75, 75, 58, 72, 75, 90, 75, 58, 110, 1, 101, 75, 58, 75, 72, 75, 90, 75, 58, 110, 1, 72, 101, 101, 75, 58, 75, 72, 75, 90, 75, 58, 110, 1, 101, 75, 58, 75, 72, 75, 90, 75, 58, 110, 1, 6, 155]",112,BrC1C(Br)([Fr])CNC1(Br)[Fr]
847,utk_N611_edge63233,0.7888487879353777,[FrH0][N][C][S][C][Branch][C][Branch][FrH0][pop][C][Ring1][#Branch][pop][S][C],[BrH0][Cu][Branch1][N][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1],utk,"[64, 65, 61, 71, 61, 60, 61, 60, 64, 72, 61, 68, 1, 72, 71, 61]",16,[BrH0][Cu][Branch1][N][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][&&][utk],"[19, 28, 20, 45, 45, 22, 7, 22, 20, 22, 34, 22, 7, 54, 1, 20, 45, 45, 22, 22, 7, 20, 22, 34, 22, 7, 54, 1, 45, 22, 22, 7, 20, 22, 34, 22, 7, 54, 1, 4, 101]",41,[FrH0][N][C][S][C][Branch][C][Branch][FrH0][pop][C][Ring1][#Branch][pop][S][C][.][BrH0][Cu][Branch1][N][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][&&][utk],"[89, 101, 75, 113, 75, 74, 75, 74, 89, 148, 75, 110, 3, 148, 113, 75, 8, 70, 82, 72, 101, 101, 75, 58, 75, 72, 75, 90, 75, 58, 110, 1, 72, 101, 101, 75, 75, 58, 72, 75, 90, 75, 58, 110, 1, 101, 75, 75, 58, 72, 75, 90, 75, 58, 110, 1, 6, 159]",59,CSC1SCN([Fr])CC1[Fr]
