MOFname,edge_group_selfie,node_selfie,topo,heat_of_adsorption_CO2_300_kJ_mol,tokenized_edge_selfies,edge_lens,node_plus_topo,tokenized_node_plus_topo,node_plus_topo_lens,mof_string,tokenized_mof_string,mof_string_lens,log_CO2_N2_selectivity
crb_N206_edge90563,[O][C][C][Branch][C][Branch][C][=C][Branch][FrH0][pop][Br][pop][Br][pop][O][FrH0],[Fr][C][O][Cd][Branch1][Ring2][O][Ring1][Ring2][Cd][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][O][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#C][O][C][Branch1][C][Fr][O][Ring2][Ring1][Ring1],crb,-6.984039711,"[61, 56, 56, 55, 56, 55, 56, 49, 55, 59, 66, 54, 66, 54, 66, 61, 59]",17,[Fr][C][O][Cd][Branch1][Ring2][O][Ring1][Ring2][Cd][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][O][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#C][O][C][Branch1][C][Fr][O][Ring2][Ring1][Ring1][&&][crb],"[30, 20, 41, 21, 18, 47, 41, 46, 47, 21, 18, 6, 41, 20, 18, 20, 30, 41, 46, 18, 18, 6, 41, 20, 18, 20, 30, 41, 46, 41, 18, 6, 41, 20, 18, 20, 30, 41, 46, 3, 41, 20, 18, 20, 30, 41, 47, 46, 46, 4, 64]",51,[O][C][C][Branch][C][Branch][C][=C][Branch][FrH0][pop][Br][pop][Br][pop][O][FrH0][.][Fr][C][O][Cd][Branch1][Ring2][O][Ring1][Ring2][Cd][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][O][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#C][O][C][Branch1][C][Fr][O][Ring2][Ring1][Ring1][&&][crb],"[94, 70, 70, 69, 70, 69, 70, 55, 69, 82, 135, 66, 135, 66, 135, 94, 82, 7, 83, 70, 94, 71, 67, 100, 94, 99, 100, 71, 67, 53, 94, 70, 67, 70, 83, 94, 99, 67, 67, 53, 94, 70, 67, 70, 83, 94, 99, 94, 67, 53, 94, 70, 67, 70, 83, 94, 99, 4, 94, 70, 67, 70, 83, 94, 100, 99, 99, 5, 117]",70,0.696816909
sxb_N55_edge201178,[FrH0][C][=C][Branch][:3benzenealcohol][Ring2][C][pop][Ring1][FrH0][pop][=Branch][C][=C][S][Ring1][S][pop][pop][O][C],[Fr][N][C][=C][N][Branch1][Ring2][C][Ring1][Branch1][Cd][Branch1][O][N][C][N][Branch1][C][Fr][C][=C][Ring1][=Branch1][Branch1][O][N][C][N][Branch1][C][Fr][C][=C][Ring1][=Branch1][Branch1][O][N][C][N][Branch1][C][Fr][C][=C][Ring1][=Branch1][Branch1][O][N][C][N][Branch1][C][Fr][C][=C][Ring1][=Branch1][N][C][N][Branch1][C][Fr][C][=C][Ring1][=Branch1],sxb,-11.29104457,"[59, 56, 49, 55, 37, 64, 56, 66, 63, 59, 66, 48, 56, 49, 65, 63, 65, 66, 66, 61, 56]",21,[Fr][N][C][=C][N][Branch1][Ring2][C][Ring1][Branch1][Cd][Branch1][O][N][C][N][Branch1][C][Fr][C][=C][Ring1][=Branch1][Branch1][O][N][C][N][Branch1][C][Fr][C][=C][Ring1][=Branch1][Branch1][O][N][C][N][Branch1][C][Fr][C][=C][Ring1][=Branch1][Branch1][O][N][C][N][Branch1][C][Fr][C][=C][Ring1][=Branch1][N][C][N][Branch1][C][Fr][C][=C][Ring1][=Branch1][&&][sxb],"[30, 39, 20, 7, 39, 18, 47, 20, 46, 18, 21, 18, 41, 39, 20, 39, 18, 20, 30, 20, 7, 46, 5, 18, 41, 39, 20, 39, 18, 20, 30, 20, 7, 46, 5, 18, 41, 39, 20, 39, 18, 20, 30, 20, 7, 46, 5, 18, 41, 39, 20, 39, 18, 20, 30, 20, 7, 46, 5, 39, 20, 39, 18, 20, 30, 20, 7, 46, 5, 4, 89]",71,[FrH0][C][=C][Branch][:3benzenealcohol][Ring2][C][pop][Ring1][FrH0][pop][=Branch][C][=C][S][Ring1][S][pop][pop][O][C][.][Fr][N][C][=C][N][Branch1][Ring2][C][Ring1][Branch1][Cd][Branch1][O][N][C][N][Branch1][C][Fr][C][=C][Ring1][=Branch1][Branch1][O][N][C][N][Branch1][C][Fr][C][=C][Ring1][=Branch1][Branch1][O][N][C][N][Branch1][C][Fr][C][=C][Ring1][=Branch1][Branch1][O][N][C][N][Branch1][C][Fr][C][=C][Ring1][=Branch1][N][C][N][Branch1][C][Fr][C][=C][Ring1][=Branch1][&&][sxb],"[82, 70, 55, 69, 41, 100, 70, 135, 99, 82, 135, 54, 70, 55, 101, 99, 101, 135, 135, 94, 70, 7, 83, 92, 70, 55, 92, 67, 100, 70, 99, 67, 71, 67, 94, 92, 70, 92, 67, 70, 83, 70, 55, 99, 52, 67, 94, 92, 70, 92, 67, 70, 83, 70, 55, 99, 52, 67, 94, 92, 70, 92, 67, 70, 83, 70, 55, 99, 52, 67, 94, 92, 70, 92, 67, 70, 83, 70, 55, 99, 52, 92, 70, 92, 67, 70, 83, 70, 55, 99, 52, 5, 143]",94,1.166861389
gis_N450_edge147846,[:0O_nitrile][C][C][Branch][C][C][FrH0][pop][C][=C][C][Branch][O][O][pop][C][FrH0][pop],[Fr][C][=N][Ag][Branch1][Ring2][N][=C][Fr][Branch1][Ring2][N][=C][Fr][N][=C][Fr],gis,-4.116512324,"[5, 56, 56, 55, 56, 56, 59, 66, 56, 49, 56, 55, 61, 61, 66, 56, 59, 66]",18,[Fr][C][=N][Ag][Branch1][Ring2][N][=C][Fr][Branch1][Ring2][N][=C][Fr][N][=C][Fr][&&][gis],"[30, 20, 8, 13, 18, 47, 39, 7, 30, 18, 47, 39, 7, 30, 39, 7, 30, 4, 71]",19,[:0O_nitrile][C][C][Branch][C][C][FrH0][pop][C][=C][C][Branch][O][O][pop][C][FrH0][pop][.][Fr][C][=N][Ag][Branch1][Ring2][N][=C][Fr][Branch1][Ring2][N][=C][Fr][N][=C][Fr][&&][gis],"[9, 70, 70, 69, 70, 70, 82, 135, 70, 55, 70, 69, 94, 94, 135, 70, 82, 135, 7, 83, 70, 56, 61, 67, 100, 92, 55, 83, 67, 100, 92, 55, 83, 92, 55, 83, 5, 124]",39,0.383999048
unc_N601_edge22075,[O][O][C][Branch][O][O][pop][Branch][C][C][=C][:=0methyl_amine][Ring1][FrH0][pop][pop][FrH0],[Fr][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][Si][Branch1][N][C][=C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Branch1][N][C][=C][C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][C][=C][C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1],unc,-7.427375551,"[61, 61, 56, 55, 61, 61, 66, 55, 56, 56, 49, 46, 63, 59, 66, 66, 59]",17,[Fr][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][Si][Branch1][N][C][=C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Branch1][N][C][=C][C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][C][=C][C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][&&][unc],"[30, 20, 7, 20, 7, 18, 18, 20, 7, 46, 5, 50, 18, 39, 20, 7, 20, 7, 18, 20, 30, 20, 7, 46, 1, 18, 39, 20, 7, 20, 20, 18, 20, 30, 7, 20, 46, 1, 20, 7, 20, 20, 18, 20, 30, 7, 20, 46, 1, 4, 91]",51,[O][O][C][Branch][O][O][pop][Branch][C][C][=C][:=0methyl_amine][Ring1][FrH0][pop][pop][FrH0][.][Fr][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][Si][Branch1][N][C][=C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Branch1][N][C][=C][C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][C][=C][C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][&&][unc],"[94, 94, 70, 69, 94, 94, 135, 69, 70, 70, 55, 50, 99, 82, 135, 135, 82, 7, 83, 70, 55, 70, 55, 67, 67, 70, 55, 99, 52, 103, 67, 92, 70, 55, 70, 55, 67, 70, 83, 70, 55, 99, 1, 67, 92, 70, 55, 70, 70, 67, 70, 83, 55, 70, 99, 1, 70, 55, 70, 70, 67, 70, 83, 55, 70, 99, 1, 5, 145]",70,0.689332808
rho_N115_edge18124,[FrH0][C][=C][Branch][C][Branch][FrH0][pop][Ring1][Ring1][pop][:0benzene],[Fr][C][O][Cd][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][Branch1][Ring2][O][Ring1][N][O][C][Branch1][C][Fr][O][Ring1][=C],rho,-14.02483453,"[59, 56, 49, 55, 56, 55, 59, 66, 63, 63, 66, 8]",12,[Fr][C][O][Cd][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][Branch1][Ring2][O][Ring1][N][O][C][Branch1][C][Fr][O][Ring1][=C][&&][rho],"[30, 20, 41, 21, 18, 6, 41, 20, 18, 20, 30, 41, 46, 18, 18, 6, 41, 20, 18, 20, 30, 41, 46, 6, 18, 47, 41, 46, 39, 41, 20, 18, 20, 30, 41, 46, 7, 4, 84]",39,[FrH0][C][=C][Branch][C][Branch][FrH0][pop][Ring1][Ring1][pop][:0benzene][.][Fr][C][O][Cd][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][Branch1][Ring2][O][Ring1][N][O][C][Branch1][C][Fr][O][Ring1][=C][&&][rho],"[82, 70, 55, 69, 70, 69, 82, 135, 99, 99, 135, 12, 7, 83, 70, 94, 71, 67, 53, 94, 70, 67, 70, 83, 94, 99, 67, 67, 53, 94, 70, 67, 70, 83, 94, 99, 53, 67, 100, 94, 99, 92, 94, 70, 67, 70, 83, 94, 99, 55, 5, 138]",53,1.288907791
lon_N267_edge170491,[FrH0][:1alkyne][Ring1][C][=C][Branch][C][Branch][C][C][Branch][C][FrH0][pop][:0methyl][pop][=C][Ring1][N][pop][:0methyl][pop],[O][=C][Branch1][C][Fr][O][Zn][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][P][N][C][Branch1][N][N][Branch1][C][Fr][C][=Branch1][Ring2][=N][Ring1][=Branch1][C][C][N][C][Branch1][N][N][Branch1][C][Fr][C][=Branch1][Ring2][=N][Ring1][=Branch1][C][C],lon,-7.281435726,"[59, 22, 63, 56, 49, 55, 56, 55, 56, 56, 55, 56, 59, 66, 14, 66, 49, 63, 60, 66, 14, 66]",22,[O][=C][Branch1][C][Fr][O][Zn][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][P][N][C][Branch1][N][N][Branch1][C][Fr][C][=Branch1][Ring2][=N][Ring1][=Branch1][C][C][N][C][Branch1][N][N][Branch1][C][Fr][C][=Branch1][Ring2][=N][Ring1][=Branch1][C][C][&&][lon],"[41, 7, 18, 20, 30, 41, 56, 18, 1, 41, 20, 18, 20, 30, 9, 18, 42, 39, 20, 18, 39, 39, 18, 20, 30, 20, 5, 47, 8, 46, 5, 20, 20, 39, 20, 18, 39, 39, 18, 20, 30, 20, 5, 47, 8, 46, 5, 20, 20, 4, 75]",51,[FrH0][:1alkyne][Ring1][C][=C][Branch][C][Branch][C][C][Branch][C][FrH0][pop][:0methyl][pop][=C][Ring1][N][pop][:0methyl][pop][.][O][=C][Branch1][C][Fr][O][Zn][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][P][N][C][Branch1][N][N][Branch1][C][Fr][C][=Branch1][Ring2][=N][Ring1][=Branch1][C][C][N][C][Branch1][N][N][Branch1][C][Fr][C][=Branch1][Ring2][=N][Ring1][=Branch1][C][C][&&][lon],"[82, 26, 99, 70, 55, 69, 70, 69, 70, 70, 69, 70, 82, 135, 18, 135, 55, 99, 92, 135, 18, 135, 7, 94, 55, 67, 70, 83, 94, 109, 67, 1, 94, 70, 67, 70, 83, 57, 67, 95, 92, 70, 67, 92, 92, 67, 70, 83, 70, 52, 100, 56, 99, 52, 70, 70, 92, 70, 67, 92, 92, 67, 70, 83, 70, 52, 100, 56, 99, 52, 70, 70, 5, 128]",75,0.685405206
qtz_N34_edge19796,[F][C][Branch][C][C][Branch][C][Branch][N][Branch][C][Branch][FrH0][pop][F][pop][F][pop][F][pop][F][pop][FrH0],[O][=C][Branch1][C][Fr][O][Co][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][#C][N][N][C][Branch1][C][C][C][Branch1][C][Fr][=C][Ring1][#Branch1][C][N][N][C][Branch1][C][C][C][Branch1][C][Fr][=C][Ring1][#Branch1][C],qtz,-5.847570786,"[58, 56, 55, 56, 56, 55, 56, 55, 60, 55, 56, 55, 59, 66, 58, 66, 58, 66, 58, 66, 58, 66, 59]",23,[O][=C][Branch1][C][Fr][O][Co][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][#C][N][N][C][Branch1][C][C][C][Branch1][C][Fr][=C][Ring1][#Branch1][C][N][N][C][Branch1][C][C][C][Branch1][C][Fr][=C][Ring1][#Branch1][C][&&][qtz],"[41, 7, 18, 20, 30, 41, 23, 18, 1, 41, 20, 18, 20, 30, 9, 18, 3, 39, 39, 20, 18, 20, 20, 20, 18, 20, 30, 7, 46, 1, 20, 39, 39, 20, 18, 20, 20, 20, 18, 20, 30, 7, 46, 1, 20, 4, 82]",47,[F][C][Branch][C][C][Branch][C][Branch][N][Branch][C][Branch][FrH0][pop][F][pop][F][pop][F][pop][F][pop][FrH0][.][O][=C][Branch1][C][Fr][O][Co][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][#C][N][N][C][Branch1][C][C][C][Branch1][C][Fr][=C][Ring1][#Branch1][C][N][N][C][Branch1][C][C][C][Branch1][C][Fr][=C][Ring1][#Branch1][C][&&][qtz],"[80, 70, 69, 70, 70, 69, 70, 69, 92, 69, 70, 69, 82, 135, 80, 135, 80, 135, 80, 135, 80, 135, 82, 7, 94, 55, 67, 70, 83, 94, 74, 67, 1, 94, 70, 67, 70, 83, 57, 67, 4, 92, 92, 70, 67, 70, 70, 70, 67, 70, 83, 55, 99, 1, 70, 92, 92, 70, 67, 70, 70, 70, 67, 70, 83, 55, 99, 1, 70, 5, 136]",72,0.563210759
lvt_N282_edge83292,[:0alkene][C][C][Branch][O][FrH0][pop][Branch][C][C][C][C][C][O][FrH0][pop][O][pop],[Fr][N][C][N][Branch1][Branch1][C][=C][Ring1][Branch1][Cu][Branch1][O][N][C][=C][N][Branch1][C][Fr][C][Ring1][=Branch1][Branch1][O][N][C][N][Branch1][C][Fr][C][=C][Ring1][=Branch1][N][C][N][Branch1][C][Fr][C][=C][Ring1][=Branch1],lvt,-6.549150046,"[6, 56, 56, 55, 61, 59, 66, 55, 56, 56, 56, 56, 56, 61, 59, 66, 61, 66]",18,[Fr][N][C][N][Branch1][Branch1][C][=C][Ring1][Branch1][Cu][Branch1][O][N][C][=C][N][Branch1][C][Fr][C][Ring1][=Branch1][Branch1][O][N][C][N][Branch1][C][Fr][C][=C][Ring1][=Branch1][N][C][N][Branch1][C][Fr][C][=C][Ring1][=Branch1][&&][lvt],"[30, 39, 20, 39, 18, 18, 20, 7, 46, 18, 25, 18, 41, 39, 20, 7, 39, 18, 20, 30, 20, 46, 5, 18, 41, 39, 20, 39, 18, 20, 30, 20, 7, 46, 5, 39, 20, 39, 18, 20, 30, 20, 7, 46, 5, 4, 77]",47,[:0alkene][C][C][Branch][O][FrH0][pop][Branch][C][C][C][C][C][O][FrH0][pop][O][pop][.][Fr][N][C][N][Branch1][Branch1][C][=C][Ring1][Branch1][Cu][Branch1][O][N][C][=C][N][Branch1][C][Fr][C][Ring1][=Branch1][Branch1][O][N][C][N][Branch1][C][Fr][C][=C][Ring1][=Branch1][N][C][N][Branch1][C][Fr][C][=C][Ring1][=Branch1][&&][lvt],"[10, 70, 70, 69, 94, 82, 135, 69, 70, 70, 70, 70, 70, 94, 82, 135, 94, 135, 7, 83, 92, 70, 92, 67, 67, 70, 55, 99, 67, 76, 67, 94, 92, 70, 55, 92, 67, 70, 83, 70, 99, 52, 67, 94, 92, 70, 92, 67, 70, 83, 70, 55, 99, 52, 92, 70, 92, 67, 70, 83, 70, 55, 99, 52, 5, 130]",67,0.581265915
sra_N282_edge186878,[FrH0][C][=C][C][=C][Branch][C][Branch][C][Branch][C][=C][Branch][C][S][C][pop][FrH0][pop][=C][Ring1][S][pop][=Ring1][->][Branch][pop][S][C],[Fr][N][C][N][Branch1][Branch1][C][=C][Ring1][Branch1][Cu][Branch1][O][N][C][=C][N][Branch1][C][Fr][C][Ring1][=Branch1][Branch1][O][N][C][N][Branch1][C][Fr][C][=C][Ring1][=Branch1][N][C][N][Branch1][C][Fr][C][=C][Ring1][=Branch1],sra,-9.457794438,"[59, 56, 49, 56, 49, 55, 56, 55, 56, 55, 56, 49, 55, 56, 65, 56, 66, 59, 66, 49, 63, 65, 66, 52, 3, 55, 66, 65, 56]",29,[Fr][N][C][N][Branch1][Branch1][C][=C][Ring1][Branch1][Cu][Branch1][O][N][C][=C][N][Branch1][C][Fr][C][Ring1][=Branch1][Branch1][O][N][C][N][Branch1][C][Fr][C][=C][Ring1][=Branch1][N][C][N][Branch1][C][Fr][C][=C][Ring1][=Branch1][&&][sra],"[30, 39, 20, 39, 18, 18, 20, 7, 46, 18, 25, 18, 41, 39, 20, 7, 39, 18, 20, 30, 20, 46, 5, 18, 41, 39, 20, 39, 18, 20, 30, 20, 7, 46, 5, 39, 20, 39, 18, 20, 30, 20, 7, 46, 5, 4, 87]",47,[FrH0][C][=C][C][=C][Branch][C][Branch][C][Branch][C][=C][Branch][C][S][C][pop][FrH0][pop][=C][Ring1][S][pop][=Ring1][->][Branch][pop][S][C][.][Fr][N][C][N][Branch1][Branch1][C][=C][Ring1][Branch1][Cu][Branch1][O][N][C][=C][N][Branch1][C][Fr][C][Ring1][=Branch1][Branch1][O][N][C][N][Branch1][C][Fr][C][=C][Ring1][=Branch1][N][C][N][Branch1][C][Fr][C][=C][Ring1][=Branch1][&&][sra],"[82, 70, 55, 70, 55, 69, 70, 69, 70, 69, 70, 55, 69, 70, 101, 70, 135, 82, 135, 55, 99, 101, 135, 58, 6, 69, 135, 101, 70, 7, 83, 92, 70, 92, 67, 67, 70, 55, 99, 67, 76, 67, 94, 92, 70, 55, 92, 67, 70, 83, 70, 99, 52, 67, 94, 92, 70, 92, 67, 70, 83, 70, 55, 99, 52, 92, 70, 92, 67, 70, 83, 70, 55, 99, 52, 5, 141]",78,0.901815208
gis_N307_edge192063,[FrH0][C][=C][C][Branch][C][=Branch][=C][C][=C][Branch][O][Ring1][O][pop][Ring1][Branch][pop][FrH0][pop][:0benzene],[Fr][C][=N][Cu][Branch1][Ring2][N][=C][Fr][Branch1][Ring2][N][=C][Fr][N][=C][Fr],gis,-9.728193703,"[59, 56, 49, 56, 55, 56, 48, 49, 56, 49, 55, 61, 63, 61, 66, 63, 55, 66, 59, 66, 8]",21,[Fr][C][=N][Cu][Branch1][Ring2][N][=C][Fr][Branch1][Ring2][N][=C][Fr][N][=C][Fr][&&][gis],"[30, 20, 8, 25, 18, 47, 39, 7, 30, 18, 47, 39, 7, 30, 39, 7, 30, 4, 71]",19,[FrH0][C][=C][C][Branch][C][=Branch][=C][C][=C][Branch][O][Ring1][O][pop][Ring1][Branch][pop][FrH0][pop][:0benzene][.][Fr][C][=N][Cu][Branch1][Ring2][N][=C][Fr][Branch1][Ring2][N][=C][Fr][N][=C][Fr][&&][gis],"[82, 70, 55, 70, 69, 70, 54, 55, 70, 55, 69, 94, 99, 94, 135, 99, 69, 135, 82, 135, 12, 7, 83, 70, 56, 76, 67, 100, 92, 55, 83, 67, 100, 92, 55, 83, 92, 55, 83, 5, 124]",42,0.954792279
sra_N34_edge210597,[FrH0][:0benzene][Branch][C][=C][Branch][N][Branch][FrH0][pop][N][=N][Ring1][=Branch][pop][:0propyl][pop],[O][=C][Branch1][C][Fr][O][Co][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][#C][N][N][C][Branch1][C][C][C][Branch1][C][Fr][=C][Ring1][#Branch1][C][N][N][C][Branch1][C][C][C][Branch1][C][Fr][=C][Ring1][#Branch1][C],sra,-6.337752848,"[59, 8, 55, 56, 49, 55, 60, 55, 59, 66, 60, 50, 63, 48, 66, 18, 66]",17,[O][=C][Branch1][C][Fr][O][Co][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][#C][N][N][C][Branch1][C][C][C][Branch1][C][Fr][=C][Ring1][#Branch1][C][N][N][C][Branch1][C][C][C][Branch1][C][Fr][=C][Ring1][#Branch1][C][&&][sra],"[41, 7, 18, 20, 30, 41, 23, 18, 1, 41, 20, 18, 20, 30, 9, 18, 3, 39, 39, 20, 18, 20, 20, 20, 18, 20, 30, 7, 46, 1, 20, 39, 39, 20, 18, 20, 20, 20, 18, 20, 30, 7, 46, 1, 20, 4, 87]",47,[FrH0][:0benzene][Branch][C][=C][Branch][N][Branch][FrH0][pop][N][=N][Ring1][=Branch][pop][:0propyl][pop][.][O][=C][Branch1][C][Fr][O][Co][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][#C][N][N][C][Branch1][C][C][C][Branch1][C][Fr][=C][Ring1][#Branch1][C][N][N][C][Branch1][C][C][C][Branch1][C][Fr][=C][Ring1][#Branch1][C][&&][sra],"[82, 12, 69, 70, 55, 69, 92, 69, 82, 135, 92, 56, 99, 54, 135, 22, 135, 7, 94, 55, 67, 70, 83, 94, 74, 67, 1, 94, 70, 67, 70, 83, 57, 67, 4, 92, 92, 70, 67, 70, 70, 70, 67, 70, 83, 55, 99, 1, 70, 92, 92, 70, 67, 70, 70, 70, 67, 70, 83, 55, 99, 1, 70, 5, 141]",66,0.580904325
dia_N164_edge131737,[:0isocyanate][C][C][=C][C][Branch][C][=Branch][=C][Branch][N][Branch][C][FrH0][pop][Ring1][=Branch][pop][:0isocyanate][pop][FrH0][pop][:0isocyanate][pop],[Fr][C][O][In][Branch1][Ring2][O][Ring1][Ring2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][O][C][Branch1][C][Fr][O][Ring1][=C],dia,-11.79729498,"[13, 56, 56, 49, 56, 55, 56, 48, 49, 55, 60, 55, 56, 59, 66, 63, 48, 66, 13, 66, 59, 66, 13, 66]",24,[Fr][C][O][In][Branch1][Ring2][O][Ring1][Ring2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][&&][dia],"[30, 20, 41, 34, 18, 47, 41, 46, 47, 18, 6, 41, 20, 18, 20, 30, 41, 46, 5, 18, 6, 41, 20, 18, 20, 30, 41, 46, 2, 41, 20, 18, 20, 30, 41, 46, 7, 4, 67]",39,[:0isocyanate][C][C][=C][C][Branch][C][=Branch][=C][Branch][N][Branch][C][FrH0][pop][Ring1][=Branch][pop][:0isocyanate][pop][FrH0][pop][:0isocyanate][pop][.][Fr][C][O][In][Branch1][Ring2][O][Ring1][Ring2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][&&][dia],"[17, 70, 70, 55, 70, 69, 70, 54, 55, 69, 92, 69, 70, 82, 135, 99, 54, 135, 17, 135, 82, 135, 17, 135, 7, 83, 70, 94, 87, 67, 100, 94, 99, 100, 67, 53, 94, 70, 67, 70, 83, 94, 99, 52, 67, 53, 94, 70, 67, 70, 83, 94, 99, 2, 94, 70, 67, 70, 83, 94, 99, 55, 5, 120]",65,1.191558401
crb_N719_edge139942,[FrH0][:1alkyne][Ring1][:0benzene][=Branch][FrH0][pop][Ring1][:1imidazole][pop][pop],[Fr][C][=C][N][Cu][Branch2][Ring1][Branch1][N][C][Branch1][#Branch2][C][=C][C][Branch1][C][Fr][=C][Ring1][#Branch1][=C][Ring1][#Branch2][C][=C][Ring1][=C][N][C][Branch1][=C][C][N][Ring1][#C][C][C][Branch1][C][Fr][=C][C][=Ring1][#Branch1][=C][C][=C][Branch1][C][Fr][C][Ring1][=C],crb,-7.046079049,"[59, 22, 63, 8, 48, 59, 66, 63, 27, 66, 66]",11,[Fr][C][=C][N][Cu][Branch2][Ring1][Branch1][N][C][Branch1][#Branch2][C][=C][C][Branch1][C][Fr][=C][Ring1][#Branch1][=C][Ring1][#Branch2][C][=C][Ring1][=C][N][C][Branch1][=C][C][N][Ring1][#C][C][C][Branch1][C][Fr][=C][C][=Ring1][#Branch1][=C][C][=C][Branch1][C][Fr][C][Ring1][=C][&&][crb],"[30, 20, 7, 39, 25, 19, 46, 18, 39, 20, 18, 2, 20, 7, 20, 18, 20, 30, 7, 46, 1, 7, 46, 2, 20, 7, 46, 7, 39, 20, 18, 7, 20, 39, 46, 3, 20, 20, 18, 20, 30, 7, 20, 10, 1, 7, 20, 7, 18, 20, 30, 20, 46, 7, 4, 64]",56,[FrH0][:1alkyne][Ring1][:0benzene][=Branch][FrH0][pop][Ring1][:1imidazole][pop][pop][.][Fr][C][=C][N][Cu][Branch2][Ring1][Branch1][N][C][Branch1][#Branch2][C][=C][C][Branch1][C][Fr][=C][Ring1][#Branch1][=C][Ring1][#Branch2][C][=C][Ring1][=C][N][C][Branch1][=C][C][N][Ring1][#C][C][C][Branch1][C][Fr][=C][C][=Ring1][#Branch1][=C][C][=C][Branch1][C][Fr][C][Ring1][=C][&&][crb],"[82, 26, 99, 12, 54, 82, 135, 99, 31, 135, 135, 7, 83, 70, 55, 92, 76, 68, 99, 67, 92, 70, 67, 2, 70, 55, 70, 67, 70, 83, 55, 99, 1, 55, 99, 2, 70, 55, 99, 55, 92, 70, 67, 55, 70, 92, 99, 4, 70, 70, 67, 70, 83, 55, 70, 58, 1, 55, 70, 55, 67, 70, 83, 70, 99, 55, 5, 117]",69,0.684178511
