MOFname,bandgap,edge_group_selfie,node_selfie,topo,tokenized_edge_selfies,edge_lens,node_plus_topo,tokenized_node_plus_topo,node_plus_topo_lens,mof_string,tokenized_mof_string,mof_string_lens
rob_N657_edge84304,4.079611301,[O][N][C][Branch][C][=C][C][Branch][C][Branch][O][pop][Branch][O][pop][Ring1][=Branch][pop][FrH0][pop][FrH0],[Fr][C][O][Co][Branch2][Ring2][#Branch1][O][C][Branch1][C][Fr][O][Co][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][O][C][Branch1][C][Fr][O][Ring1][S][Branch1][Branch1][O][Ring2][Ring1][Branch2][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1],rob,"[66, 65, 61, 60, 61, 52, 61, 60, 61, 60, 66, 72, 60, 66, 72, 68, 51, 72, 64, 72, 64]",21,[Fr][C][O][Co][Branch2][Ring2][#Branch1][O][C][Branch1][C][Fr][O][Co][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][O][C][Branch1][C][Fr][O][Ring1][S][Branch1][Branch1][O][Ring2][Ring1][Branch2][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][&&][rob],"[34, 22, 48, 26, 21, 55, 1, 48, 22, 20, 22, 34, 48, 26, 20, 6, 48, 22, 20, 22, 34, 48, 54, 2, 20, 45, 45, 22, 7, 22, 20, 22, 34, 7, 22, 54, 1, 48, 22, 20, 22, 34, 48, 54, 56, 20, 20, 48, 55, 54, 21, 45, 22, 7, 22, 20, 22, 34, 7, 22, 54, 1, 4, 94]",64,[O][N][C][Branch][C][=C][C][Branch][C][Branch][O][pop][Branch][O][pop][Ring1][=Branch][pop][FrH0][pop][FrH0][.][Fr][C][O][Co][Branch2][Ring2][#Branch1][O][C][Branch1][C][Fr][O][Co][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][O][C][Branch1][C][Fr][O][Ring1][S][Branch1][Branch1][O][Ring2][Ring1][Branch2][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][&&][rob],"[104, 101, 75, 74, 75, 58, 75, 74, 75, 74, 104, 148, 74, 104, 148, 110, 57, 148, 89, 148, 89, 8, 90, 75, 104, 80, 73, 111, 1, 104, 75, 72, 75, 90, 104, 80, 72, 56, 104, 75, 72, 75, 90, 104, 110, 2, 72, 101, 101, 75, 58, 75, 72, 75, 90, 58, 75, 110, 1, 104, 75, 72, 75, 90, 104, 110, 113, 72, 72, 104, 111, 110, 73, 101, 75, 58, 75, 72, 75, 90, 58, 75, 110, 1, 6, 152]",87
qtz_N515_edge5294,3.714935303,[F][C][C][Branch][C][Branch][FrH0][pop][F][pop][Branch][C][=Branch][=C][Branch][C][Branch][FrH0][pop][F][pop][F][pop][F][pop][:1methyl_amine][Ring1][F][pop],[Fr][C][O][Ni][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][Ring2][O][Ring1][Branch2][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1],qtz,"[63, 61, 61, 60, 61, 60, 64, 72, 63, 72, 60, 61, 51, 52, 60, 61, 60, 64, 72, 63, 72, 63, 72, 63, 72, 29, 68, 63, 72]",29,[Fr][C][O][Ni][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][Ring2][O][Ring1][Branch2][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][&&][qtz],"[34, 22, 48, 47, 20, 6, 48, 22, 20, 22, 34, 48, 54, 20, 20, 55, 48, 54, 21, 20, 45, 45, 22, 7, 22, 20, 22, 34, 7, 22, 54, 1, 45, 22, 7, 22, 20, 22, 34, 7, 22, 54, 1, 4, 91]",45,[F][C][C][Branch][C][Branch][FrH0][pop][F][pop][Branch][C][=Branch][=C][Branch][C][Branch][FrH0][pop][F][pop][F][pop][F][pop][:1methyl_amine][Ring1][F][pop][.][Fr][C][O][Ni][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][Ring2][O][Ring1][Branch2][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][&&][qtz],"[87, 75, 75, 74, 75, 74, 89, 148, 87, 148, 74, 75, 57, 58, 74, 75, 74, 89, 148, 87, 148, 87, 148, 87, 148, 33, 110, 87, 148, 8, 90, 75, 104, 103, 72, 56, 104, 75, 72, 75, 90, 104, 110, 72, 72, 111, 104, 110, 73, 72, 101, 101, 75, 58, 75, 72, 75, 90, 58, 75, 110, 1, 101, 75, 58, 75, 72, 75, 90, 58, 75, 110, 1, 6, 149]",76
sxb_N167_edge32747,4.368042946,[FrH0][C][Branch][P][Branch][C][pop][C][pop][C][C][=C][Branch][C][Branch][P][Branch][C][pop][C][pop][O][FrH0][pop][P][Branch][C][pop][C],[O][=C][Branch1][C][Fr][O][Co][Branch2][Ring2][Ring2][O][C][Branch1][C][Fr][O][Co][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=N][O][C][Branch1][C][Fr][=O],sxb,"[64, 61, 60, 67, 60, 61, 72, 61, 72, 61, 61, 52, 60, 61, 60, 67, 60, 61, 72, 61, 72, 66, 64, 72, 67, 60, 61, 72, 61]",29,[O][=C][Branch1][C][Fr][O][Co][Branch2][Ring2][Ring2][O][C][Branch1][C][Fr][O][Co][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=N][O][C][Branch1][C][Fr][=O][&&][sxb],"[48, 7, 20, 22, 34, 48, 26, 21, 55, 55, 48, 22, 20, 22, 34, 48, 26, 20, 6, 48, 22, 20, 22, 34, 48, 54, 2, 20, 6, 48, 22, 20, 22, 34, 48, 54, 6, 48, 22, 20, 22, 34, 48, 54, 8, 48, 22, 20, 22, 34, 9, 4, 98]",53,[FrH0][C][Branch][P][Branch][C][pop][C][pop][C][C][=C][Branch][C][Branch][P][Branch][C][pop][C][pop][O][FrH0][pop][P][Branch][C][pop][C][.][O][=C][Branch1][C][Fr][O][Co][Branch2][Ring2][Ring2][O][C][Branch1][C][Fr][O][Co][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=N][O][C][Branch1][C][Fr][=O][&&][sxb],"[89, 75, 74, 105, 74, 75, 148, 75, 148, 75, 75, 58, 74, 75, 74, 105, 74, 75, 148, 75, 148, 104, 89, 148, 105, 74, 75, 148, 75, 8, 104, 58, 72, 75, 90, 104, 80, 73, 111, 111, 104, 75, 72, 75, 90, 104, 80, 72, 56, 104, 75, 72, 75, 90, 104, 110, 2, 72, 56, 104, 75, 72, 75, 90, 104, 110, 56, 104, 75, 72, 75, 90, 104, 110, 59, 104, 75, 72, 75, 90, 60, 6, 156]",84
bcu_N350_edge80466,3.969860554,[FrH0][C][Branch][C][pop][N][C][Branch][C][Branch][FrH0][pop][N][N][N][Ring1][N][pop][C],[Fr][C][O][Fe][O][C][Branch1][C][Fr][O][Fe][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][O][C][Branch1][C][Fr][O][Fe][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][O][C][Branch1][C][Fr][O][Fe][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][N][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][C][O][Ring2][Ring2][Ring1],bcu,"[64, 61, 60, 61, 72, 65, 61, 60, 61, 60, 64, 72, 65, 65, 65, 68, 65, 72, 61]",19,[Fr][C][O][Fe][O][C][Branch1][C][Fr][O][Fe][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][O][C][Branch1][C][Fr][O][Fe][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][O][C][Branch1][C][Fr][O][Fe][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][N][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][C][O][Ring2][Ring2][Ring1][&&][bcu],"[34, 22, 48, 33, 48, 22, 20, 22, 34, 48, 33, 20, 6, 48, 22, 20, 22, 34, 48, 54, 2, 48, 22, 20, 22, 34, 48, 33, 20, 6, 48, 22, 20, 22, 34, 48, 54, 7, 48, 22, 20, 22, 34, 48, 33, 20, 2, 48, 22, 20, 22, 34, 48, 55, 54, 45, 20, 2, 48, 22, 20, 22, 34, 48, 55, 54, 22, 48, 55, 55, 54, 4, 69]",73,[FrH0][C][Branch][C][pop][N][C][Branch][C][Branch][FrH0][pop][N][N][N][Ring1][N][pop][C][.][Fr][C][O][Fe][O][C][Branch1][C][Fr][O][Fe][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][O][C][Branch1][C][Fr][O][Fe][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][O][C][Branch1][C][Fr][O][Fe][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][N][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][C][O][Ring2][Ring2][Ring1][&&][bcu],"[89, 75, 74, 75, 148, 101, 75, 74, 75, 74, 89, 148, 101, 101, 101, 110, 101, 148, 75, 8, 90, 75, 104, 88, 104, 75, 72, 75, 90, 104, 88, 72, 56, 104, 75, 72, 75, 90, 104, 110, 2, 104, 75, 72, 75, 90, 104, 88, 72, 56, 104, 75, 72, 75, 90, 104, 110, 58, 104, 75, 72, 75, 90, 104, 88, 72, 2, 104, 75, 72, 75, 90, 104, 111, 110, 101, 72, 2, 104, 75, 72, 75, 90, 104, 111, 110, 75, 104, 111, 111, 110, 6, 126]",94
eta_N117_edge130757,4.334815979,[:0methyl_amine][Ring1][C][Branch][C][S][Branch][O][pop][Branch][O][pop][O][pop][Branch][C][FrH0][pop][C][=C][C][FrH0][pop],[Fr][C][O][Cd][Branch1][N][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][N][O][Ring1][#C],eta,"[16, 68, 61, 60, 61, 71, 60, 66, 72, 60, 66, 72, 66, 72, 60, 61, 64, 72, 61, 52, 61, 64, 72]",23,[Fr][C][O][Cd][Branch1][N][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][N][O][Ring1][#C][&&][eta],"[34, 22, 48, 23, 20, 45, 45, 22, 7, 22, 20, 22, 34, 22, 7, 54, 1, 20, 6, 48, 22, 20, 22, 34, 48, 54, 45, 48, 54, 3, 4, 79]",32,[:0methyl_amine][Ring1][C][Branch][C][S][Branch][O][pop][Branch][O][pop][O][pop][Branch][C][FrH0][pop][C][=C][C][FrH0][pop][.][Fr][C][O][Cd][Branch1][N][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][N][O][Ring1][#C][&&][eta],"[20, 110, 75, 74, 75, 113, 74, 104, 148, 74, 104, 148, 104, 148, 74, 75, 89, 148, 75, 58, 75, 89, 148, 8, 90, 75, 104, 76, 72, 101, 101, 75, 58, 75, 72, 75, 90, 75, 58, 110, 1, 72, 56, 104, 75, 72, 75, 90, 104, 110, 101, 104, 110, 4, 6, 136]",57
utk_N621_edge9188,3.67330265,[:0nitrile][C][S][C][=C][Branch][C][Branch][C][=C][Branch][C][=Branch][=C][=N][pop][Ring1][=Branch][pop][FrH0][pop][=C][=N][pop][FrH0][pop],[Fr][C][C][Ag][Ring1][Ring1][Branch1][Branch2][C][Branch1][C][Fr][C][Ring1][Ring2][C][C][Ring1][=Branch1][Fr],utk,"[17, 61, 71, 61, 52, 60, 61, 60, 61, 52, 60, 61, 51, 52, 53, 72, 68, 51, 72, 64, 72, 52, 53, 72, 64, 72]",26,[Fr][C][C][Ag][Ring1][Ring1][Branch1][Branch2][C][Branch1][C][Fr][C][Ring1][Ring2][C][C][Ring1][=Branch1][Fr][&&][utk],"[34, 22, 22, 14, 54, 54, 20, 21, 22, 20, 22, 34, 22, 54, 55, 22, 22, 54, 5, 34, 4, 101]",22,[:0nitrile][C][S][C][=C][Branch][C][Branch][C][=C][Branch][C][=Branch][=C][=N][pop][Ring1][=Branch][pop][FrH0][pop][=C][=N][pop][FrH0][pop][.][Fr][C][C][Ag][Ring1][Ring1][Branch1][Branch2][C][Branch1][C][Fr][C][Ring1][Ring2][C][C][Ring1][=Branch1][Fr][&&][utk],"[21, 75, 113, 75, 58, 74, 75, 74, 75, 58, 74, 75, 57, 58, 59, 148, 110, 57, 148, 89, 148, 58, 59, 148, 89, 148, 8, 90, 75, 75, 65, 110, 110, 72, 73, 75, 72, 75, 90, 75, 110, 111, 75, 75, 110, 55, 90, 6, 159]",50
utk_N245_edge90464,4.846431732,[:0O_nitrile][C][C][Branch][O][FrH0][pop][Branch][C][C][=C][FrH0][pop][C][O][pop],[Fr][C][O][Sm][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][Ring2][O][Ring1][Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2],utk,"[6, 61, 61, 60, 66, 64, 72, 60, 61, 61, 52, 64, 72, 61, 66, 72]",16,[Fr][C][O][Sm][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][Ring2][O][Ring1][Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][&&][utk],"[34, 22, 48, 59, 20, 6, 48, 22, 20, 22, 34, 48, 54, 20, 20, 55, 48, 54, 21, 48, 22, 20, 22, 34, 48, 54, 2, 4, 101]",29,[:0O_nitrile][C][C][Branch][O][FrH0][pop][Branch][C][C][=C][FrH0][pop][C][O][pop][.][Fr][C][O][Sm][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][Ring2][O][Ring1][Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][&&][utk],"[10, 75, 75, 74, 104, 89, 148, 74, 75, 75, 58, 89, 148, 75, 104, 148, 8, 90, 75, 104, 116, 72, 56, 104, 75, 72, 75, 90, 104, 110, 72, 72, 111, 104, 110, 73, 104, 75, 72, 75, 90, 104, 110, 2, 6, 159]",47
cds_N624_edge100622,3.641480923,[N][C][=C][N][Branch][C][Branch][C][Branch][FrH0][pop][Ring1][Branch][pop][N][pop][C][Branch][C][FrH0][pop][N],[Fr][C][O][Mn][O][Mn][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch1][Branch1][Ring2][O][Ring1][#Branch2][O][Mn][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][N][O][C][Branch1][C][Fr][O][Ring1][S],cds,"[65, 61, 52, 65, 60, 61, 60, 61, 60, 64, 72, 68, 60, 72, 65, 72, 61, 60, 61, 64, 72, 65]",22,[Fr][C][O][Mn][O][Mn][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch1][Branch1][Ring2][O][Ring1][#Branch2][O][Mn][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][N][O][C][Branch1][C][Fr][O][Ring1][S][&&][cds],"[34, 22, 48, 43, 48, 43, 20, 6, 48, 22, 20, 22, 34, 48, 54, 1, 20, 55, 48, 54, 2, 48, 43, 20, 6, 48, 22, 20, 22, 34, 48, 54, 45, 48, 22, 20, 22, 34, 48, 54, 56, 4, 72]",43,[N][C][=C][N][Branch][C][Branch][C][Branch][FrH0][pop][Ring1][Branch][pop][N][pop][C][Branch][C][FrH0][pop][N][.][Fr][C][O][Mn][O][Mn][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch1][Branch1][Ring2][O][Ring1][#Branch2][O][Mn][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][N][O][C][Branch1][C][Fr][O][Ring1][S][&&][cds],"[101, 75, 58, 101, 74, 75, 74, 75, 74, 89, 148, 110, 74, 148, 101, 148, 75, 74, 75, 89, 148, 101, 8, 90, 75, 104, 99, 104, 99, 72, 56, 104, 75, 72, 75, 90, 104, 110, 1, 72, 111, 104, 110, 2, 104, 99, 72, 56, 104, 75, 72, 75, 90, 104, 110, 101, 104, 75, 72, 75, 90, 104, 110, 113, 6, 129]",67
crs_N491_edge125911,3.271411419,[FrH0][C][Branch][C][pop][C][=C][Branch][C][Branch][C][Branch][C][Branch][FrH0][pop][Branch][C][pop][C][pop][Branch][C][pop][C][pop][=C][Ring1][S][pop][C],[Fr][C][O][Co][O][C][Branch1][C][Fr][O][Co][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][Branch1][Ring2][O][Ring1][=N][O][C][Branch1][C][Fr][O][Co][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#C][O][C][Branch1][C][Fr][O][Ring2][Ring1][Ring1],crs,"[64, 61, 60, 61, 72, 61, 52, 60, 61, 60, 61, 60, 61, 60, 64, 72, 60, 61, 72, 61, 72, 60, 61, 72, 61, 72, 52, 68, 71, 72, 61]",31,[Fr][C][O][Co][O][C][Branch1][C][Fr][O][Co][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][Branch1][Ring2][O][Ring1][=N][O][C][Branch1][C][Fr][O][Co][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#C][O][C][Branch1][C][Fr][O][Ring2][Ring1][Ring1][&&][crs],"[34, 22, 48, 26, 48, 22, 20, 22, 34, 48, 26, 20, 6, 48, 22, 20, 22, 34, 48, 54, 2, 20, 55, 48, 54, 8, 48, 22, 20, 22, 34, 48, 26, 20, 6, 48, 22, 20, 22, 34, 48, 54, 3, 48, 22, 20, 22, 34, 48, 55, 54, 54, 4, 74]",54,[FrH0][C][Branch][C][pop][C][=C][Branch][C][Branch][C][Branch][C][Branch][FrH0][pop][Branch][C][pop][C][pop][Branch][C][pop][C][pop][=C][Ring1][S][pop][C][.][Fr][C][O][Co][O][C][Branch1][C][Fr][O][Co][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][Branch1][Ring2][O][Ring1][=N][O][C][Branch1][C][Fr][O][Co][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#C][O][C][Branch1][C][Fr][O][Ring2][Ring1][Ring1][&&][crs],"[89, 75, 74, 75, 148, 75, 58, 74, 75, 74, 75, 74, 75, 74, 89, 148, 74, 75, 148, 75, 148, 74, 75, 148, 75, 148, 58, 110, 113, 148, 75, 8, 90, 75, 104, 80, 104, 75, 72, 75, 90, 104, 80, 72, 56, 104, 75, 72, 75, 90, 104, 110, 2, 72, 111, 104, 110, 59, 104, 75, 72, 75, 90, 104, 80, 72, 56, 104, 75, 72, 75, 90, 104, 110, 4, 104, 75, 72, 75, 90, 104, 111, 110, 110, 6, 131]",87
bnn_N543_edge151154,4.09936142,[P][C][C][Branch][C][Branch][C][=Branch][=C][Branch][C][C][FrH0][pop][P][pop][P][pop][Branch][C][FrH0][pop][P][pop][Branch][N][P][pop][P],[Fr][C][O][Ni][Branch2][Ring2][=N][O][C][Branch1][C][Fr][O][Ni][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][Ring2][O][Ring1][=N][Branch1][O][N][C][N][Branch1][C][Fr][C][=C][Ring1][=Branch1][N][C][N][Branch1][C][Fr][C][=C][Ring1][=Branch1][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][O][Branch1][O][N][C][N][Branch1][C][Fr][C][=C][Ring1][=Branch1][N][C][N][Branch1][C][Fr][C][=C][Ring1][=Branch1],bnn,"[67, 61, 61, 60, 61, 60, 61, 51, 52, 60, 61, 61, 64, 72, 67, 72, 67, 72, 60, 61, 64, 72, 67, 72, 60, 65, 67, 72, 67]",29,[Fr][C][O][Ni][Branch2][Ring2][=N][O][C][Branch1][C][Fr][O][Ni][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][Ring2][O][Ring1][=N][Branch1][O][N][C][N][Branch1][C][Fr][C][=C][Ring1][=Branch1][N][C][N][Branch1][C][Fr][C][=C][Ring1][=Branch1][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][O][Branch1][O][N][C][N][Branch1][C][Fr][C][=C][Ring1][=Branch1][N][C][N][Branch1][C][Fr][C][=C][Ring1][=Branch1][&&][bnn],"[34, 22, 48, 47, 21, 55, 8, 48, 22, 20, 22, 34, 48, 47, 20, 6, 48, 22, 20, 22, 34, 48, 54, 20, 20, 55, 48, 54, 8, 20, 48, 45, 22, 45, 20, 22, 34, 22, 7, 54, 5, 45, 22, 45, 20, 22, 34, 22, 7, 54, 5, 20, 2, 48, 22, 20, 22, 34, 48, 55, 54, 48, 20, 48, 45, 22, 45, 20, 22, 34, 22, 7, 54, 5, 45, 22, 45, 20, 22, 34, 22, 7, 54, 5, 4, 70]",86,[P][C][C][Branch][C][Branch][C][=Branch][=C][Branch][C][C][FrH0][pop][P][pop][P][pop][Branch][C][FrH0][pop][P][pop][Branch][N][P][pop][P][.][Fr][C][O][Ni][Branch2][Ring2][=N][O][C][Branch1][C][Fr][O][Ni][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][Ring2][O][Ring1][=N][Branch1][O][N][C][N][Branch1][C][Fr][C][=C][Ring1][=Branch1][N][C][N][Branch1][C][Fr][C][=C][Ring1][=Branch1][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][O][Branch1][O][N][C][N][Branch1][C][Fr][C][=C][Ring1][=Branch1][N][C][N][Branch1][C][Fr][C][=C][Ring1][=Branch1][&&][bnn],"[105, 75, 75, 74, 75, 74, 75, 57, 58, 74, 75, 75, 89, 148, 105, 148, 105, 148, 74, 75, 89, 148, 105, 148, 74, 101, 105, 148, 105, 8, 90, 75, 104, 103, 73, 111, 59, 104, 75, 72, 75, 90, 104, 103, 72, 56, 104, 75, 72, 75, 90, 104, 110, 72, 72, 111, 104, 110, 59, 72, 104, 101, 75, 101, 72, 75, 90, 75, 58, 110, 55, 101, 75, 101, 72, 75, 90, 75, 58, 110, 55, 72, 2, 104, 75, 72, 75, 90, 104, 111, 110, 104, 72, 104, 101, 75, 101, 72, 75, 90, 75, 58, 110, 55, 101, 75, 101, 72, 75, 90, 75, 58, 110, 55, 6, 127]",117
rob_N152_edge186922,4.299894333,[FrH0][C][=Branch][=C][C][=Branch][=C][Branch][C][pop][C][C][Branch][C][=C][Branch][C][Branch][C][pop][=Ring1][Branch][pop][FrH0][pop][=C][pop][C][pop][Ring1][->][S],[Fr][C][O][Dy][Branch2][Ring2][O][O][C][Branch1][C][Fr][O][Dy][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][C][O][Ring2][Ring1][Branch1][O][C][Branch1][C][Fr][O][Ring2][Ring1][#Branch1],rob,"[64, 61, 51, 52, 61, 51, 52, 60, 61, 72, 61, 61, 60, 61, 52, 60, 61, 60, 61, 72, 56, 60, 72, 64, 72, 52, 72, 61, 72, 68, 4, 71]",32,[Fr][C][O][Dy][Branch2][Ring2][O][O][C][Branch1][C][Fr][O][Dy][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][C][O][Ring2][Ring1][Branch1][O][C][Branch1][C][Fr][O][Ring2][Ring1][#Branch1][&&][rob],"[34, 22, 48, 29, 21, 55, 48, 48, 22, 20, 22, 34, 48, 29, 20, 6, 48, 22, 20, 22, 34, 48, 54, 2, 20, 6, 48, 22, 20, 22, 34, 48, 54, 6, 20, 2, 48, 22, 20, 22, 34, 48, 55, 54, 22, 48, 55, 54, 20, 48, 22, 20, 22, 34, 48, 55, 54, 1, 4, 94]",60,[FrH0][C][=Branch][=C][C][=Branch][=C][Branch][C][pop][C][C][Branch][C][=C][Branch][C][Branch][C][pop][=Ring1][Branch][pop][FrH0][pop][=C][pop][C][pop][Ring1][->][S][.][Fr][C][O][Dy][Branch2][Ring2][O][O][C][Branch1][C][Fr][O][Dy][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][C][O][Ring2][Ring1][Branch1][O][C][Branch1][C][Fr][O][Ring2][Ring1][#Branch1][&&][rob],"[89, 75, 57, 58, 75, 57, 58, 74, 75, 148, 75, 75, 74, 75, 58, 74, 75, 74, 75, 148, 62, 74, 148, 89, 148, 58, 148, 75, 148, 110, 7, 113, 8, 90, 75, 104, 83, 73, 111, 104, 104, 75, 72, 75, 90, 104, 83, 72, 56, 104, 75, 72, 75, 90, 104, 110, 2, 72, 56, 104, 75, 72, 75, 90, 104, 110, 56, 72, 2, 104, 75, 72, 75, 90, 104, 111, 110, 75, 104, 111, 110, 72, 104, 75, 72, 75, 90, 104, 111, 110, 1, 6, 152]",94
