MOFname,bandgap,edge_group_selfie,node_selfie,topo,tokenized_edge_selfies,edge_lens,node_plus_topo,tokenized_node_plus_topo,node_plus_topo_lens,mof_string,tokenized_mof_string,mof_string_lens
qtz_N238_edge188876,4.707902431,[FrH0][C][Branch][C][pop][N][Branch][N][Ring1][Ring2][pop][:0benzene][Ring1][C][pop][Ring1][C][pop][Ring1][FrH0][pop][Ring1][C][pop][Ring1][C][pop],[O][=C][Branch1][C][Fr][O][Zn][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][O][C][Branch1][C][Fr][=O],qtz,"[64, 61, 60, 61, 72, 65, 60, 65, 68, 69, 72, 9, 68, 61, 72, 68, 61, 72, 68, 64, 72, 68, 61, 72, 68, 61, 72]",27,[O][=C][Branch1][C][Fr][O][Zn][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][O][C][Branch1][C][Fr][=O][&&][qtz],"[48, 7, 20, 22, 34, 48, 65, 20, 1, 48, 22, 20, 22, 34, 9, 20, 1, 48, 22, 20, 22, 34, 9, 48, 22, 20, 22, 34, 9, 4, 91]",31,[FrH0][C][Branch][C][pop][N][Branch][N][Ring1][Ring2][pop][:0benzene][Ring1][C][pop][Ring1][C][pop][Ring1][FrH0][pop][Ring1][C][pop][Ring1][C][pop][.][O][=C][Branch1][C][Fr][O][Zn][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][O][C][Branch1][C][Fr][=O][&&][qtz],"[89, 75, 74, 75, 148, 101, 74, 101, 110, 111, 148, 13, 110, 75, 148, 110, 75, 148, 110, 89, 148, 110, 75, 148, 110, 75, 148, 8, 104, 58, 72, 75, 90, 104, 122, 72, 1, 104, 75, 72, 75, 90, 60, 72, 1, 104, 75, 72, 75, 90, 60, 104, 75, 72, 75, 90, 60, 6, 149]",60
dia-f_N315_edge76074,3.431708813,[O][C][=C][C][=Branch][=C][C][Branch][C][Ring1][=Branch][pop][=C][C][=C][Branch][C][C][Branch][FrH0][pop][Ring1][Branch][pop][FrH0][pop][O],[Fr][C][C][=C][N][Branch1][Branch1][C][C][=Ring1][=Branch1][Cd][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1],dia-f,"[66, 61, 52, 61, 51, 52, 61, 60, 61, 68, 51, 72, 52, 61, 52, 60, 61, 61, 60, 64, 72, 68, 60, 72, 64, 72, 66]",27,[Fr][C][C][=C][N][Branch1][Branch1][C][C][=Ring1][=Branch1][Cd][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][&&][dia-f],"[34, 22, 22, 7, 45, 20, 20, 22, 22, 11, 5, 23, 20, 6, 48, 22, 20, 22, 34, 48, 54, 20, 45, 22, 7, 22, 20, 22, 34, 7, 22, 54, 1, 4, 75]",35,[O][C][=C][C][=Branch][=C][C][Branch][C][Ring1][=Branch][pop][=C][C][=C][Branch][C][C][Branch][FrH0][pop][Ring1][Branch][pop][FrH0][pop][O][.][Fr][C][C][=C][N][Branch1][Branch1][C][C][=Ring1][=Branch1][Cd][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][&&][dia-f],"[104, 75, 58, 75, 57, 58, 75, 74, 75, 110, 57, 148, 58, 75, 58, 74, 75, 75, 74, 89, 148, 110, 74, 148, 89, 148, 104, 8, 90, 75, 75, 58, 101, 72, 72, 75, 75, 62, 55, 76, 72, 56, 104, 75, 72, 75, 90, 104, 110, 72, 101, 75, 58, 75, 72, 75, 90, 58, 75, 110, 1, 6, 132]",64
cag_N109_edge162118,4.169674873,[FrH0][C][=C][N][=C][Branch][C][Branch][:0methyl][pop][C][Branch][N][Branch][FrH0][pop][C][Branch][:0methyl][pop][Ring1][=N][pop][Ring1][=Branch][pop][:0methyl],[O][=C][Branch1][C][Fr][O][In][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=N],cag,"[64, 61, 52, 65, 52, 60, 61, 60, 15, 72, 61, 60, 65, 60, 64, 72, 61, 60, 15, 72, 68, 53, 72, 68, 51, 72, 15]",27,[O][=C][Branch1][C][Fr][O][In][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=N][&&][cag],"[48, 7, 20, 22, 34, 48, 39, 20, 6, 48, 22, 20, 22, 34, 48, 54, 20, 20, 6, 48, 22, 20, 22, 34, 48, 54, 6, 48, 22, 20, 22, 34, 48, 54, 8, 4, 71]",37,[FrH0][C][=C][N][=C][Branch][C][Branch][:0methyl][pop][C][Branch][N][Branch][FrH0][pop][C][Branch][:0methyl][pop][Ring1][=N][pop][Ring1][=Branch][pop][:0methyl][.][O][=C][Branch1][C][Fr][O][In][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=N][&&][cag],"[89, 75, 58, 101, 58, 74, 75, 74, 19, 148, 75, 74, 101, 74, 89, 148, 75, 74, 19, 148, 110, 59, 148, 110, 57, 148, 19, 8, 104, 58, 72, 75, 90, 104, 95, 72, 56, 104, 75, 72, 75, 90, 104, 110, 72, 72, 56, 104, 75, 72, 75, 90, 104, 110, 56, 104, 75, 72, 75, 90, 104, 110, 59, 6, 128]",66
dmp_N375_edge22855,3.092686415,[FrH0][:1methyl_amine][Ring1][C][=C][Branch][:1imidazole][pop][C][Branch][:1imidazole][pop][FrH0][pop],[Fr][C][O][Cd][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][N][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][O][C][Branch1][C][Fr][O][Cd][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][N][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][O][Ring2][Ring2][=N],dmp,"[64, 29, 68, 61, 52, 60, 28, 72, 61, 60, 28, 72, 64, 72]",14,[Fr][C][O][Cd][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][N][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][O][C][Branch1][C][Fr][O][Cd][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][N][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][O][Ring2][Ring2][=N][&&][dmp],"[34, 22, 48, 23, 20, 45, 45, 22, 7, 22, 20, 22, 34, 7, 22, 54, 1, 20, 6, 48, 22, 20, 22, 34, 48, 54, 45, 20, 45, 45, 22, 22, 7, 20, 22, 34, 22, 7, 54, 1, 48, 22, 20, 22, 34, 48, 23, 20, 45, 45, 22, 7, 22, 20, 22, 34, 7, 22, 54, 1, 20, 6, 48, 22, 20, 22, 34, 48, 54, 45, 20, 45, 45, 22, 22, 7, 20, 22, 34, 22, 7, 54, 1, 48, 55, 55, 8, 4, 77]",89,[FrH0][:1methyl_amine][Ring1][C][=C][Branch][:1imidazole][pop][C][Branch][:1imidazole][pop][FrH0][pop][.][Fr][C][O][Cd][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][N][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][O][C][Branch1][C][Fr][O][Cd][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][N][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][O][Ring2][Ring2][=N][&&][dmp],"[89, 33, 110, 75, 58, 74, 32, 148, 75, 74, 32, 148, 89, 148, 8, 90, 75, 104, 76, 72, 101, 101, 75, 58, 75, 72, 75, 90, 58, 75, 110, 1, 72, 56, 104, 75, 72, 75, 90, 104, 110, 101, 72, 101, 101, 75, 75, 58, 72, 75, 90, 75, 58, 110, 1, 104, 75, 72, 75, 90, 104, 76, 72, 101, 101, 75, 58, 75, 72, 75, 90, 58, 75, 110, 1, 72, 56, 104, 75, 72, 75, 90, 104, 110, 101, 72, 101, 101, 75, 75, 58, 72, 75, 90, 75, 58, 110, 1, 104, 111, 111, 59, 6, 134]",105
neb_N238_edge77124,4.136977673,[:0methyl_amine][Ring1][C][Branch][C][C][=C][N][Branch][C][Ring1][=Branch][pop][FrH0][pop][FrH0][pop],[O][=C][Branch1][C][Fr][O][Zn][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][O][C][Branch1][C][Fr][=O],neb,"[16, 68, 61, 60, 61, 61, 52, 65, 60, 61, 68, 51, 72, 64, 72, 64, 72]",17,[O][=C][Branch1][C][Fr][O][Zn][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][O][C][Branch1][C][Fr][=O][&&][neb],"[48, 7, 20, 22, 34, 48, 65, 20, 1, 48, 22, 20, 22, 34, 9, 20, 1, 48, 22, 20, 22, 34, 9, 48, 22, 20, 22, 34, 9, 4, 89]",31,[:0methyl_amine][Ring1][C][Branch][C][C][=C][N][Branch][C][Ring1][=Branch][pop][FrH0][pop][FrH0][pop][.][O][=C][Branch1][C][Fr][O][Zn][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][O][C][Branch1][C][Fr][=O][&&][neb],"[20, 110, 75, 74, 75, 75, 58, 101, 74, 75, 110, 57, 148, 89, 148, 89, 148, 8, 104, 58, 72, 75, 90, 104, 122, 72, 1, 104, 75, 72, 75, 90, 60, 72, 1, 104, 75, 72, 75, 90, 60, 104, 75, 72, 75, 90, 60, 6, 146]",50
hex_N507_edge138893,4.093764782,[FrH0][O][C][Branch][C][Branch][O][C][pop][=C][C][Branch][C][Branch][O][FrH0][pop][O][C][pop][O][C][pop][O][O][C],[O][=C][Branch1][C][Fr][O][Zn][Branch2][Branch1][C][O][C][Branch1][C][Fr][O][Zn][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1],hex,"[64, 66, 61, 60, 61, 60, 66, 61, 72, 52, 61, 60, 61, 60, 66, 64, 72, 66, 61, 72, 66, 61, 72, 66, 66, 61]",26,[O][=C][Branch1][C][Fr][O][Zn][Branch2][Branch1][C][O][C][Branch1][C][Fr][O][Zn][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][&&][hex],"[48, 7, 20, 22, 34, 48, 65, 21, 20, 22, 48, 22, 20, 22, 34, 48, 65, 20, 6, 48, 22, 20, 22, 34, 48, 54, 2, 20, 1, 48, 22, 20, 22, 34, 9, 20, 45, 45, 22, 22, 7, 20, 22, 34, 22, 7, 54, 1, 45, 22, 22, 7, 20, 22, 34, 22, 7, 54, 1, 20, 45, 45, 22, 22, 7, 20, 22, 34, 22, 7, 54, 1, 45, 22, 22, 7, 20, 22, 34, 22, 7, 54, 1, 4, 82]",85,[FrH0][O][C][Branch][C][Branch][O][C][pop][=C][C][Branch][C][Branch][O][FrH0][pop][O][C][pop][O][C][pop][O][O][C][.][O][=C][Branch1][C][Fr][O][Zn][Branch2][Branch1][C][O][C][Branch1][C][Fr][O][Zn][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][&&][hex],"[89, 104, 75, 74, 75, 74, 104, 75, 148, 58, 75, 74, 75, 74, 104, 89, 148, 104, 75, 148, 104, 75, 148, 104, 104, 75, 8, 104, 58, 72, 75, 90, 104, 122, 73, 72, 75, 104, 75, 72, 75, 90, 104, 122, 72, 56, 104, 75, 72, 75, 90, 104, 110, 2, 72, 1, 104, 75, 72, 75, 90, 60, 72, 101, 101, 75, 75, 58, 72, 75, 90, 75, 58, 110, 1, 101, 75, 75, 58, 72, 75, 90, 75, 58, 110, 1, 72, 101, 101, 75, 75, 58, 72, 75, 90, 75, 58, 110, 1, 101, 75, 75, 58, 72, 75, 90, 75, 58, 110, 1, 6, 139]",113
sxb_N494_edge187547,2.994287014,[F][C][C][C][Branch][C][=Branch][=C][C][=C][Branch][FrH0][pop][Ring1][#Branch][pop][O][C][FrH0][pop][Ring1][Ring1],[Fr][C][Branch1][C][C][O][Mn][Branch1][#Branch1][O][C][Branch1][C][Fr][C][Branch1][#Branch1][O][C][Branch1][C][Fr][C][Branch1][#Branch1][O][C][Branch1][C][Fr][C][Branch1][#Branch1][O][C][Branch1][C][Fr][C][O][C][Branch1][C][Fr][C],sxb,"[63, 61, 61, 61, 60, 61, 51, 52, 61, 52, 60, 64, 72, 68, 1, 72, 66, 61, 64, 72, 68, 68]",22,[Fr][C][Branch1][C][C][O][Mn][Branch1][#Branch1][O][C][Branch1][C][Fr][C][Branch1][#Branch1][O][C][Branch1][C][Fr][C][Branch1][#Branch1][O][C][Branch1][C][Fr][C][Branch1][#Branch1][O][C][Branch1][C][Fr][C][O][C][Branch1][C][Fr][C][&&][sxb],"[34, 22, 20, 22, 22, 48, 43, 20, 1, 48, 22, 20, 22, 34, 22, 20, 1, 48, 22, 20, 22, 34, 22, 20, 1, 48, 22, 20, 22, 34, 22, 20, 1, 48, 22, 20, 22, 34, 22, 48, 22, 20, 22, 34, 22, 4, 98]",47,[F][C][C][C][Branch][C][=Branch][=C][C][=C][Branch][FrH0][pop][Ring1][#Branch][pop][O][C][FrH0][pop][Ring1][Ring1][.][Fr][C][Branch1][C][C][O][Mn][Branch1][#Branch1][O][C][Branch1][C][Fr][C][Branch1][#Branch1][O][C][Branch1][C][Fr][C][Branch1][#Branch1][O][C][Branch1][C][Fr][C][Branch1][#Branch1][O][C][Branch1][C][Fr][C][O][C][Branch1][C][Fr][C][&&][sxb],"[87, 75, 75, 75, 74, 75, 57, 58, 75, 58, 74, 89, 148, 110, 3, 148, 104, 75, 89, 148, 110, 110, 8, 90, 75, 72, 75, 75, 104, 99, 72, 1, 104, 75, 72, 75, 90, 75, 72, 1, 104, 75, 72, 75, 90, 75, 72, 1, 104, 75, 72, 75, 90, 75, 72, 1, 104, 75, 72, 75, 90, 75, 104, 75, 72, 75, 90, 75, 6, 156]",71
lvt_N292_edge28149,3.372778416,[P][C][Branch][N][Branch][FrH0][pop][P][pop][=C][C][Branch][C][Branch][FrH0][pop][Branch][P][pop][P][pop][Branch][P][pop][P],[O][=C][Branch1][C][Fr][O][Mn][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][N][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1],lvt,"[67, 61, 60, 65, 60, 64, 72, 67, 72, 52, 61, 60, 61, 60, 64, 72, 60, 67, 72, 67, 72, 60, 67, 72, 67]",25,[O][=C][Branch1][C][Fr][O][Mn][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][N][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][&&][lvt],"[48, 7, 20, 22, 34, 48, 43, 20, 1, 48, 22, 20, 22, 34, 9, 20, 45, 45, 22, 7, 22, 20, 22, 34, 22, 7, 54, 1, 45, 22, 7, 22, 20, 22, 34, 22, 7, 54, 1, 4, 86]",41,[P][C][Branch][N][Branch][FrH0][pop][P][pop][=C][C][Branch][C][Branch][FrH0][pop][Branch][P][pop][P][pop][Branch][P][pop][P][.][O][=C][Branch1][C][Fr][O][Mn][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][N][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][&&][lvt],"[105, 75, 74, 101, 74, 89, 148, 105, 148, 58, 75, 74, 75, 74, 89, 148, 74, 105, 148, 105, 148, 74, 105, 148, 105, 8, 104, 58, 72, 75, 90, 104, 99, 72, 1, 104, 75, 72, 75, 90, 60, 72, 101, 101, 75, 58, 75, 72, 75, 90, 75, 58, 110, 1, 101, 75, 58, 75, 72, 75, 90, 75, 58, 110, 1, 6, 143]",68
sxb_N173_edge6141,4.621043682,[FrH0][O][C][C][=Branch][=C][Branch][P][Branch][C][pop][C][pop][O][FrH0][pop][P][Branch][C][pop][C],[Fr][C][O][Gd][Branch1][Ring2][O][Ring1][Ring2][O][C][Branch1][C][Fr][O][Gd][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#C][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][Ring1][O][C][Branch1][C][Fr][O][Ring2][Ring1][#Branch1],sxb,"[64, 66, 61, 61, 51, 52, 60, 67, 60, 61, 72, 61, 72, 66, 64, 72, 67, 60, 61, 72, 61]",21,[Fr][C][O][Gd][Branch1][Ring2][O][Ring1][Ring2][O][C][Branch1][C][Fr][O][Gd][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#C][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][Ring1][O][C][Branch1][C][Fr][O][Ring2][Ring1][#Branch1][&&][sxb],"[34, 22, 48, 35, 20, 55, 48, 54, 55, 48, 22, 20, 22, 34, 48, 35, 20, 6, 48, 22, 20, 22, 34, 48, 54, 20, 20, 6, 48, 22, 20, 22, 34, 48, 54, 3, 20, 2, 48, 22, 20, 22, 34, 48, 55, 54, 54, 48, 22, 20, 22, 34, 48, 55, 54, 1, 4, 98]",58,[FrH0][O][C][C][=Branch][=C][Branch][P][Branch][C][pop][C][pop][O][FrH0][pop][P][Branch][C][pop][C][.][Fr][C][O][Gd][Branch1][Ring2][O][Ring1][Ring2][O][C][Branch1][C][Fr][O][Gd][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#C][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][Ring1][O][C][Branch1][C][Fr][O][Ring2][Ring1][#Branch1][&&][sxb],"[89, 104, 75, 75, 57, 58, 74, 105, 74, 75, 148, 75, 148, 104, 89, 148, 105, 74, 75, 148, 75, 8, 90, 75, 104, 91, 72, 111, 104, 110, 111, 104, 75, 72, 75, 90, 104, 91, 72, 56, 104, 75, 72, 75, 90, 104, 110, 72, 72, 56, 104, 75, 72, 75, 90, 104, 110, 4, 72, 2, 104, 75, 72, 75, 90, 104, 111, 110, 110, 104, 75, 72, 75, 90, 104, 111, 110, 1, 6, 156]",81
dmp_N668_edge157198,3.015687466,[P][C][Branch][C][=C][Branch][C][=C][Ring1][Ring2][pop][FrH0][pop][=C][FrH0],[Fr][C][=N][N][Mn][N][N][Branch1][=Branch2][N][=C][Branch1][C][Fr][N][Ring1][=Branch1][Mn][Branch2][Ring2][Branch2][N][N][Branch1][=Branch2][N][=C][Branch1][C][Fr][N][Ring1][=Branch1][Mn][Branch1][=N][N][N][=C][Branch1][C][Fr][N][N][Ring1][=C][Ring1][=Branch1][N][N][Ring1][S][N][=C][Branch1][C][Fr][N][Ring1][=Branch1][Branch1][=C][N][N][Ring2][Ring1][=N][N][=C][Branch1][C][Fr][N][Ring1][=Branch1][N][Ring2][Ring2][Ring1][N][Ring2][Ring2][=Branch1],dmp,"[67, 61, 60, 61, 52, 60, 61, 52, 68, 69, 72, 64, 72, 52, 64]",15,[Fr][C][=N][N][Mn][N][N][Branch1][=Branch2][N][=C][Branch1][C][Fr][N][Ring1][=Branch1][Mn][Branch2][Ring2][Branch2][N][N][Branch1][=Branch2][N][=C][Branch1][C][Fr][N][Ring1][=Branch1][Mn][Branch1][=N][N][N][=C][Branch1][C][Fr][N][N][Ring1][=C][Ring1][=Branch1][N][N][Ring1][S][N][=C][Branch1][C][Fr][N][Ring1][=Branch1][Branch1][=C][N][N][Ring2][Ring1][=N][N][=C][Branch1][C][Fr][N][Ring1][=Branch1][N][Ring2][Ring2][Ring1][N][Ring2][Ring2][=Branch1][&&][dmp],"[34, 22, 8, 45, 43, 45, 45, 20, 6, 45, 7, 20, 22, 34, 45, 54, 5, 43, 21, 55, 21, 45, 45, 20, 6, 45, 7, 20, 22, 34, 45, 54, 5, 43, 20, 8, 45, 45, 7, 20, 22, 34, 45, 45, 54, 7, 54, 5, 45, 45, 54, 56, 45, 7, 20, 22, 34, 45, 54, 5, 20, 7, 45, 45, 55, 54, 8, 45, 7, 20, 22, 34, 45, 54, 5, 45, 55, 55, 54, 45, 55, 55, 5, 4, 77]",85,[P][C][Branch][C][=C][Branch][C][=C][Ring1][Ring2][pop][FrH0][pop][=C][FrH0][.][Fr][C][=N][N][Mn][N][N][Branch1][=Branch2][N][=C][Branch1][C][Fr][N][Ring1][=Branch1][Mn][Branch2][Ring2][Branch2][N][N][Branch1][=Branch2][N][=C][Branch1][C][Fr][N][Ring1][=Branch1][Mn][Branch1][=N][N][N][=C][Branch1][C][Fr][N][N][Ring1][=C][Ring1][=Branch1][N][N][Ring1][S][N][=C][Branch1][C][Fr][N][Ring1][=Branch1][Branch1][=C][N][N][Ring2][Ring1][=N][N][=C][Branch1][C][Fr][N][Ring1][=Branch1][N][Ring2][Ring2][Ring1][N][Ring2][Ring2][=Branch1][&&][dmp],"[105, 75, 74, 75, 58, 74, 75, 58, 110, 111, 148, 89, 148, 58, 89, 8, 90, 75, 59, 101, 99, 101, 101, 72, 56, 101, 58, 72, 75, 90, 101, 110, 55, 99, 73, 111, 73, 101, 101, 72, 56, 101, 58, 72, 75, 90, 101, 110, 55, 99, 72, 59, 101, 101, 58, 72, 75, 90, 101, 101, 110, 58, 110, 55, 101, 101, 110, 113, 101, 58, 72, 75, 90, 101, 110, 55, 72, 58, 101, 101, 111, 110, 59, 101, 58, 72, 75, 90, 101, 110, 55, 101, 111, 111, 110, 101, 111, 111, 55, 6, 134]",102
srs_N717_edge106180,4.800525188,[N][N][Branch][C][Branch][O][FrH0][pop][O][pop][C][C][=C][FrH0],[O][=C][Branch1][C][Fr][O][Zn][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][O][C][Branch1][C][Fr][=O],srs,"[65, 65, 60, 61, 60, 66, 64, 72, 66, 72, 61, 61, 52, 64]",14,[O][=C][Branch1][C][Fr][O][Zn][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][O][C][Branch1][C][Fr][=O][&&][srs],"[48, 7, 20, 22, 34, 48, 65, 20, 1, 48, 22, 20, 22, 34, 9, 48, 22, 20, 22, 34, 9, 4, 97]",23,[N][N][Branch][C][Branch][O][FrH0][pop][O][pop][C][C][=C][FrH0][.][O][=C][Branch1][C][Fr][O][Zn][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][O][C][Branch1][C][Fr][=O][&&][srs],"[101, 101, 74, 75, 74, 104, 89, 148, 104, 148, 75, 75, 58, 89, 8, 104, 58, 72, 75, 90, 104, 122, 72, 1, 104, 75, 72, 75, 90, 60, 104, 75, 72, 75, 90, 60, 6, 155]",39
eta_N579_edge33536,5.282416344,[FrH0][C][Branch][C][C][Branch][O][C][Branch][C][Branch][FrH0][pop][C][pop][Branch][S][pop][C][pop][C][pop][C],[Fr][C][O][Cd][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][O][Ring1][N],eta,"[64, 61, 60, 61, 61, 60, 66, 61, 60, 61, 60, 64, 72, 61, 72, 60, 71, 72, 61, 72, 61, 72, 61]",23,[Fr][C][O][Cd][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][O][Ring1][N][&&][eta],"[34, 22, 48, 23, 20, 6, 48, 22, 20, 22, 34, 48, 54, 20, 20, 6, 48, 22, 20, 22, 34, 48, 54, 6, 48, 54, 45, 4, 79]",29,[FrH0][C][Branch][C][C][Branch][O][C][Branch][C][Branch][FrH0][pop][C][pop][Branch][S][pop][C][pop][C][pop][C][.][Fr][C][O][Cd][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][O][Ring1][N][&&][eta],"[89, 75, 74, 75, 75, 74, 104, 75, 74, 75, 74, 89, 148, 75, 148, 74, 113, 148, 75, 148, 75, 148, 75, 8, 90, 75, 104, 76, 72, 56, 104, 75, 72, 75, 90, 104, 110, 72, 72, 56, 104, 75, 72, 75, 90, 104, 110, 56, 104, 110, 101, 6, 136]",54
