MOFname,edge_group_selfie,node_selfie,topo,cp,tokenized_edge_selfies,edge_lens,node_plus_topo,tokenized_node_plus_topo,node_plus_topo_lens,mof_string,tokenized_mof_string,mof_string_lens
crs_N65_edge14975,[:0methyl_amine][Ring1][C][Branch][C][S][C][Branch][:1methyl_amine][pop][Branch][:1methyl_amine][pop][FrH0][pop][C][FrH0][pop],[Fr][C][O][La][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][Ring2][O][Ring1][Branch2][O][C][Branch1][C][Fr][O][La][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#C][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=N],crs,0.853091917,"[16, 68, 61, 60, 61, 71, 61, 60, 29, 72, 60, 29, 72, 64, 72, 61, 64, 72]",18,[Fr][C][O][La][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][Ring2][O][Ring1][Branch2][O][C][Branch1][C][Fr][O][La][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#C][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=N][&&][crs],"[34, 22, 48, 40, 20, 6, 48, 22, 20, 22, 34, 48, 54, 20, 20, 55, 48, 54, 21, 48, 22, 20, 22, 34, 48, 40, 20, 6, 48, 22, 20, 22, 34, 48, 54, 3, 20, 6, 48, 22, 20, 22, 34, 48, 54, 6, 48, 22, 20, 22, 34, 48, 54, 8, 4, 74]",56,[:0methyl_amine][Ring1][C][Branch][C][S][C][Branch][:1methyl_amine][pop][Branch][:1methyl_amine][pop][FrH0][pop][C][FrH0][pop][.][Fr][C][O][La][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][Ring2][O][Ring1][Branch2][O][C][Branch1][C][Fr][O][La][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#C][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=N][&&][crs],"[20, 110, 75, 74, 75, 113, 75, 74, 33, 148, 74, 33, 148, 89, 148, 75, 89, 148, 8, 90, 75, 104, 96, 72, 56, 104, 75, 72, 75, 90, 104, 110, 72, 72, 111, 104, 110, 73, 104, 75, 72, 75, 90, 104, 96, 72, 56, 104, 75, 72, 75, 90, 104, 110, 4, 72, 56, 104, 75, 72, 75, 90, 104, 110, 56, 104, 75, 72, 75, 90, 104, 110, 59, 6, 131]",76
ths_N246_edge1831,[:0amide][Ring1][C][=C][Branch][N][C][Branch][FrH0][pop][Ring1][Ring2][pop][FrH0][pop],[Fr][C][O][Zn][O][C][Branch1][C][Fr][O][Zn][Branch1][Ring2][O][Ring1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][O],ths,0.788200547,"[8, 68, 61, 52, 60, 65, 61, 60, 64, 72, 68, 69, 72, 64, 72]",15,[Fr][C][O][Zn][O][C][Branch1][C][Fr][O][Zn][Branch1][Ring2][O][Ring1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][O][&&][ths],"[34, 22, 48, 65, 48, 22, 20, 22, 34, 48, 65, 20, 55, 48, 54, 6, 48, 22, 20, 22, 34, 48, 54, 48, 4, 99]",26,[:0amide][Ring1][C][=C][Branch][N][C][Branch][FrH0][pop][Ring1][Ring2][pop][FrH0][pop][.][Fr][C][O][Zn][O][C][Branch1][C][Fr][O][Zn][Branch1][Ring2][O][Ring1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][O][&&][ths],"[12, 110, 75, 58, 74, 101, 75, 74, 89, 148, 110, 111, 148, 89, 148, 8, 90, 75, 104, 122, 104, 75, 72, 75, 90, 104, 122, 72, 111, 104, 110, 56, 104, 75, 72, 75, 90, 104, 110, 104, 6, 157]",43
sra_N583_edge204564,[FrH0][:4pyridine][Ring2][C][=C][Branch][FrH0][pop][O][C][=C][Ring1][N][pop][Ring2][P][Branch][C][pop][C][pop],[O][=C][Branch1][C][Fr][O][In][Branch2][Ring2][=Branch1][O][C][Branch1][C][Fr][O][In][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][O][Ring2][Ring1][Ring1][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][#Branch1][O][C][Branch1][C][Fr][=O],sra,0.807149001,"[64, 45, 69, 61, 52, 60, 64, 72, 66, 61, 52, 68, 65, 72, 69, 67, 60, 61, 72, 61, 72]",21,[O][=C][Branch1][C][Fr][O][In][Branch2][Ring2][=Branch1][O][C][Branch1][C][Fr][O][In][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][O][Ring2][Ring1][Ring1][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][#Branch1][O][C][Branch1][C][Fr][=O][&&][sra],"[48, 7, 20, 22, 34, 48, 39, 21, 55, 5, 48, 22, 20, 22, 34, 48, 39, 20, 1, 48, 22, 20, 22, 34, 9, 20, 6, 48, 22, 20, 22, 34, 48, 54, 6, 20, 1, 48, 22, 20, 22, 34, 9, 48, 55, 54, 54, 20, 2, 48, 22, 20, 22, 34, 48, 55, 54, 1, 48, 22, 20, 22, 34, 9, 4, 96]",66,[FrH0][:4pyridine][Ring2][C][=C][Branch][FrH0][pop][O][C][=C][Ring1][N][pop][Ring2][P][Branch][C][pop][C][pop][.][O][=C][Branch1][C][Fr][O][In][Branch2][Ring2][=Branch1][O][C][Branch1][C][Fr][O][In][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][O][Ring2][Ring1][Ring1][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][#Branch1][O][C][Branch1][C][Fr][=O][&&][sra],"[89, 49, 111, 75, 58, 74, 89, 148, 104, 75, 58, 110, 101, 148, 111, 105, 74, 75, 148, 75, 148, 8, 104, 58, 72, 75, 90, 104, 95, 73, 111, 55, 104, 75, 72, 75, 90, 104, 95, 72, 1, 104, 75, 72, 75, 90, 60, 72, 56, 104, 75, 72, 75, 90, 104, 110, 56, 72, 1, 104, 75, 72, 75, 90, 60, 104, 111, 110, 110, 72, 2, 104, 75, 72, 75, 90, 104, 111, 110, 1, 104, 75, 72, 75, 90, 60, 6, 154]",89
cds_N569_edge119676,[FrH0][C][=C][C][Branch][C][Branch][N][Branch][C][FrH0][pop][Ring1][Ring1][pop][Branch][P][Branch][C][pop][C][pop][Ring1][Ring2][pop][P][Branch][C][pop][C],[O][S][Branch1][C][Fr][Branch1][C][O][O][Cd][Branch1][#Branch2][O][S][Branch1][C][Fr][Branch1][C][O][O][Branch1][O][N][C][=C][N][Branch1][C][Fr][C][Ring1][=Branch1][Branch1][O][N][C][=C][N][Branch1][C][Fr][C][Ring1][=Branch1][Branch1][O][N][C][N][Branch1][C][Fr][C][=C][Ring1][=Branch1][N][C][=C][N][Branch1][C][Fr][C][Ring1][=Branch1],cds,0.907771708,"[64, 61, 52, 61, 60, 61, 60, 65, 60, 61, 64, 72, 68, 68, 72, 60, 67, 60, 61, 72, 61, 72, 68, 69, 72, 67, 60, 61, 72, 61]",30,[O][S][Branch1][C][Fr][Branch1][C][O][O][Cd][Branch1][#Branch2][O][S][Branch1][C][Fr][Branch1][C][O][O][Branch1][O][N][C][=C][N][Branch1][C][Fr][C][Ring1][=Branch1][Branch1][O][N][C][=C][N][Branch1][C][Fr][C][Ring1][=Branch1][Branch1][O][N][C][N][Branch1][C][Fr][C][=C][Ring1][=Branch1][N][C][=C][N][Branch1][C][Fr][C][Ring1][=Branch1][&&][cds],"[48, 56, 20, 22, 34, 20, 22, 48, 48, 23, 20, 2, 48, 56, 20, 22, 34, 20, 22, 48, 48, 20, 48, 45, 22, 7, 45, 20, 22, 34, 22, 54, 5, 20, 48, 45, 22, 7, 45, 20, 22, 34, 22, 54, 5, 20, 48, 45, 22, 45, 20, 22, 34, 22, 7, 54, 5, 45, 22, 7, 45, 20, 22, 34, 22, 54, 5, 4, 72]",69,[FrH0][C][=C][C][Branch][C][Branch][N][Branch][C][FrH0][pop][Ring1][Ring1][pop][Branch][P][Branch][C][pop][C][pop][Ring1][Ring2][pop][P][Branch][C][pop][C][.][O][S][Branch1][C][Fr][Branch1][C][O][O][Cd][Branch1][#Branch2][O][S][Branch1][C][Fr][Branch1][C][O][O][Branch1][O][N][C][=C][N][Branch1][C][Fr][C][Ring1][=Branch1][Branch1][O][N][C][=C][N][Branch1][C][Fr][C][Ring1][=Branch1][Branch1][O][N][C][N][Branch1][C][Fr][C][=C][Ring1][=Branch1][N][C][=C][N][Branch1][C][Fr][C][Ring1][=Branch1][&&][cds],"[89, 75, 58, 75, 74, 75, 74, 101, 74, 75, 89, 148, 110, 110, 148, 74, 105, 74, 75, 148, 75, 148, 110, 111, 148, 105, 74, 75, 148, 75, 8, 104, 113, 72, 75, 90, 72, 75, 104, 104, 76, 72, 2, 104, 113, 72, 75, 90, 72, 75, 104, 104, 72, 104, 101, 75, 58, 101, 72, 75, 90, 75, 110, 55, 72, 104, 101, 75, 58, 101, 72, 75, 90, 75, 110, 55, 72, 104, 101, 75, 101, 72, 75, 90, 75, 58, 110, 55, 101, 75, 58, 101, 72, 75, 90, 75, 110, 55, 6, 129]",101
sxb_N295_edge31733,[:0benzenealcohol][Ring2][C][Branch][C][=C][Branch][C][O][FrH0][pop][Ring1][Ring1][pop][C][FrH0][pop],[Fr][C][=C][C][N][Branch1][Branch1][C][=C][Ring1][=Branch1][Ni][Ni][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][C][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1],sxb,0.947051421,"[10, 69, 61, 60, 61, 52, 60, 61, 66, 64, 72, 68, 68, 72, 61, 64, 72]",17,[Fr][C][=C][C][N][Branch1][Branch1][C][=C][Ring1][=Branch1][Ni][Ni][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][C][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][&&][sxb],"[34, 22, 7, 22, 45, 20, 20, 22, 7, 54, 5, 47, 47, 20, 6, 48, 22, 20, 22, 34, 48, 54, 5, 20, 6, 48, 22, 20, 22, 34, 48, 54, 2, 20, 6, 48, 22, 20, 22, 34, 48, 54, 7, 20, 2, 48, 22, 20, 22, 34, 48, 55, 54, 22, 45, 22, 22, 7, 20, 22, 34, 22, 7, 54, 1, 4, 98]",67,[:0benzenealcohol][Ring2][C][Branch][C][=C][Branch][C][O][FrH0][pop][Ring1][Ring1][pop][C][FrH0][pop][.][Fr][C][=C][C][N][Branch1][Branch1][C][=C][Ring1][=Branch1][Ni][Ni][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][C][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][&&][sxb],"[14, 111, 75, 74, 75, 58, 74, 75, 104, 89, 148, 110, 110, 148, 75, 89, 148, 8, 90, 75, 58, 75, 101, 72, 72, 75, 58, 110, 55, 103, 103, 72, 56, 104, 75, 72, 75, 90, 104, 110, 55, 72, 56, 104, 75, 72, 75, 90, 104, 110, 2, 72, 56, 104, 75, 72, 75, 90, 104, 110, 58, 72, 2, 104, 75, 72, 75, 90, 104, 111, 110, 75, 101, 75, 75, 58, 72, 75, 90, 75, 58, 110, 1, 6, 156]",86
gis_N93_edge91852,[:0methyl_amine][Ring1][C][Branch][C][Branch][C][Branch][:1methyl_amine][pop][:1methyl_amine][pop][Branch][C][FrH0][pop][C][=C][FrH0][pop][S][pop],[Fr][C][=C][C][N][Branch1][Branch1][C][=C][Ring1][=Branch1][Cu][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1],gis,1.006783749,"[16, 68, 61, 60, 61, 60, 61, 60, 29, 72, 29, 72, 60, 61, 64, 72, 61, 52, 64, 72, 71, 72]",22,[Fr][C][=C][C][N][Branch1][Branch1][C][=C][Ring1][=Branch1][Cu][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][&&][gis],"[34, 22, 7, 22, 45, 20, 20, 22, 7, 54, 5, 28, 20, 45, 45, 22, 22, 7, 20, 22, 34, 22, 7, 54, 1, 20, 45, 45, 22, 22, 7, 20, 22, 34, 22, 7, 54, 1, 45, 22, 22, 7, 20, 22, 34, 22, 7, 54, 1, 4, 80]",51,[:0methyl_amine][Ring1][C][Branch][C][Branch][C][Branch][:1methyl_amine][pop][:1methyl_amine][pop][Branch][C][FrH0][pop][C][=C][FrH0][pop][S][pop][.][Fr][C][=C][C][N][Branch1][Branch1][C][=C][Ring1][=Branch1][Cu][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][&&][gis],"[20, 110, 75, 74, 75, 74, 75, 74, 33, 148, 33, 148, 74, 75, 89, 148, 75, 58, 89, 148, 113, 148, 8, 90, 75, 58, 75, 101, 72, 72, 75, 58, 110, 55, 82, 72, 101, 101, 75, 75, 58, 72, 75, 90, 75, 58, 110, 1, 72, 101, 101, 75, 75, 58, 72, 75, 90, 75, 58, 110, 1, 101, 75, 75, 58, 72, 75, 90, 75, 58, 110, 1, 6, 137]",75
nbo_N547_edge212003,[FrH0][C][=C][Branch][C][=Branch][=C][C][=C][Branch][C][=C][Branch][N][Ring1][=Branch][pop][FrH0][pop][:1alkyne][pop][C][=Branch][=C][=C][pop][Ring1][S][pop][:1alkyne],[S][=C][=N][Co][Branch1][N][N][C][=C][C][C][Branch1][C][Fr][=C][Ring1][#Branch1][Branch1][N][N][C][=C][C][C][Branch1][C][Fr][=C][Ring1][#Branch1][Branch1][Ring2][N][=C][=S][Branch1][N][N][C][=C][Branch1][C][Fr][C][C][=C][Ring1][#Branch1][N][C][=C][C][C][Branch1][C][Fr][=C][Ring1][#Branch1],nbo,0.936781847,"[64, 61, 52, 60, 61, 51, 52, 61, 52, 60, 61, 52, 60, 65, 68, 51, 72, 64, 72, 23, 72, 61, 51, 52, 52, 72, 68, 71, 72, 23]",30,[S][=C][=N][Co][Branch1][N][N][C][=C][C][C][Branch1][C][Fr][=C][Ring1][#Branch1][Branch1][N][N][C][=C][C][C][Branch1][C][Fr][=C][Ring1][#Branch1][Branch1][Ring2][N][=C][=S][Branch1][N][N][C][=C][Branch1][C][Fr][C][C][=C][Ring1][#Branch1][N][C][=C][C][C][Branch1][C][Fr][=C][Ring1][#Branch1][&&][nbo],"[56, 7, 8, 26, 20, 45, 45, 22, 7, 22, 22, 20, 22, 34, 7, 54, 1, 20, 45, 45, 22, 7, 22, 22, 20, 22, 34, 7, 54, 1, 20, 55, 45, 7, 13, 20, 45, 45, 22, 7, 20, 22, 34, 22, 22, 7, 54, 1, 45, 22, 7, 22, 22, 20, 22, 34, 7, 54, 1, 4, 88]",61,[FrH0][C][=C][Branch][C][=Branch][=C][C][=C][Branch][C][=C][Branch][N][Ring1][=Branch][pop][FrH0][pop][:1alkyne][pop][C][=Branch][=C][=C][pop][Ring1][S][pop][:1alkyne][.][S][=C][=N][Co][Branch1][N][N][C][=C][C][C][Branch1][C][Fr][=C][Ring1][#Branch1][Branch1][N][N][C][=C][C][C][Branch1][C][Fr][=C][Ring1][#Branch1][Branch1][Ring2][N][=C][=S][Branch1][N][N][C][=C][Branch1][C][Fr][C][C][=C][Ring1][#Branch1][N][C][=C][C][C][Branch1][C][Fr][=C][Ring1][#Branch1][&&][nbo],"[89, 75, 58, 74, 75, 57, 58, 75, 58, 74, 75, 58, 74, 101, 110, 57, 148, 89, 148, 27, 148, 75, 57, 58, 58, 148, 110, 113, 148, 27, 8, 113, 58, 59, 80, 72, 101, 101, 75, 58, 75, 75, 72, 75, 90, 58, 110, 1, 72, 101, 101, 75, 58, 75, 75, 72, 75, 90, 58, 110, 1, 72, 111, 101, 58, 64, 72, 101, 101, 75, 58, 72, 75, 90, 75, 75, 58, 110, 1, 101, 75, 58, 75, 75, 72, 75, 90, 58, 110, 1, 6, 145]",93
sxb_N222_edge65518,[FrH0][C][N][N][Branch][N][Branch][O][C][pop][N][Branch][FrH0][pop][C][Ring1][N][pop][O][C],[Fr][C][C][=C][N][Branch1][Branch1][C][C][=Ring1][=Branch1][Fe][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Branch1][Ring2][N][=C][Fr][Branch1][Ring2][N][=C][Fr][Branch1][Ring2][N][=C][Fr][N][=C][Fr],sxb,1.017915261,"[64, 61, 65, 65, 60, 65, 60, 66, 61, 72, 65, 60, 64, 72, 61, 68, 65, 72, 66, 61]",20,[Fr][C][C][=C][N][Branch1][Branch1][C][C][=Ring1][=Branch1][Fe][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Branch1][Ring2][N][=C][Fr][Branch1][Ring2][N][=C][Fr][Branch1][Ring2][N][=C][Fr][N][=C][Fr][&&][sxb],"[34, 22, 22, 7, 45, 20, 20, 22, 22, 11, 5, 33, 20, 45, 45, 22, 22, 7, 20, 22, 34, 22, 7, 54, 1, 20, 55, 45, 7, 34, 20, 55, 45, 7, 34, 20, 55, 45, 7, 34, 45, 7, 34, 4, 98]",45,[FrH0][C][N][N][Branch][N][Branch][O][C][pop][N][Branch][FrH0][pop][C][Ring1][N][pop][O][C][.][Fr][C][C][=C][N][Branch1][Branch1][C][C][=Ring1][=Branch1][Fe][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Branch1][Ring2][N][=C][Fr][Branch1][Ring2][N][=C][Fr][Branch1][Ring2][N][=C][Fr][N][=C][Fr][&&][sxb],"[89, 75, 101, 101, 74, 101, 74, 104, 75, 148, 101, 74, 89, 148, 75, 110, 101, 148, 104, 75, 8, 90, 75, 75, 58, 101, 72, 72, 75, 75, 62, 55, 88, 72, 101, 101, 75, 75, 58, 72, 75, 90, 75, 58, 110, 1, 72, 111, 101, 58, 90, 72, 111, 101, 58, 90, 72, 111, 101, 58, 90, 101, 58, 90, 6, 156]",67
lon_N461_edge319,[:0methyl_amine][Ring1][C][=C][Branch][N][=C][Branch][FrH0][pop][Ring1][Ring2][pop][O][:5benzenealcohol][Branch][FrH0][pop][Ring2][:1methyl_amine][pop][pop],[O][=C][Branch1][C][Fr][O][Cd][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][O][C][Branch1][C][Fr][O][Ring1][=N],lon,0.899369337,"[16, 68, 61, 52, 60, 65, 52, 60, 64, 72, 68, 69, 72, 66, 46, 60, 64, 72, 69, 29, 72, 72]",22,[O][=C][Branch1][C][Fr][O][Cd][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][O][C][Branch1][C][Fr][O][Ring1][=N][&&][lon],"[48, 7, 20, 22, 34, 48, 23, 20, 6, 48, 22, 20, 22, 34, 48, 54, 20, 20, 1, 48, 22, 20, 22, 34, 9, 48, 22, 20, 22, 34, 48, 54, 8, 4, 84]",35,[:0methyl_amine][Ring1][C][=C][Branch][N][=C][Branch][FrH0][pop][Ring1][Ring2][pop][O][:5benzenealcohol][Branch][FrH0][pop][Ring2][:1methyl_amine][pop][pop][.][O][=C][Branch1][C][Fr][O][Cd][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][O][C][Branch1][C][Fr][O][Ring1][=N][&&][lon],"[20, 110, 75, 58, 74, 101, 58, 74, 89, 148, 110, 111, 148, 104, 50, 74, 89, 148, 111, 33, 148, 148, 8, 104, 58, 72, 75, 90, 104, 76, 72, 56, 104, 75, 72, 75, 90, 104, 110, 72, 72, 1, 104, 75, 72, 75, 90, 60, 104, 75, 72, 75, 90, 104, 110, 59, 6, 141]",59
rob_N559_edge107860,[F][C][=N][N][Branch][C][=Branch][=N][N][Branch][FrH0][pop][Ring1][=Branch][pop][F][pop][FrH0],[Fr][C][=N][Cr][Branch1][Ring2][N][=C][Fr][Branch1][Ring2][N][=C][Fr][Branch1][Ring2][N][=C][Fr][Branch1][Ring2][N][=C][Fr][N][=C][Fr],rob,0.885224061,"[63, 61, 53, 65, 60, 61, 51, 53, 65, 60, 64, 72, 68, 51, 72, 63, 72, 64]",18,[Fr][C][=N][Cr][Branch1][Ring2][N][=C][Fr][Branch1][Ring2][N][=C][Fr][Branch1][Ring2][N][=C][Fr][Branch1][Ring2][N][=C][Fr][N][=C][Fr][&&][rob],"[34, 22, 8, 27, 20, 55, 45, 7, 34, 20, 55, 45, 7, 34, 20, 55, 45, 7, 34, 20, 55, 45, 7, 34, 45, 7, 34, 4, 94]",29,[F][C][=N][N][Branch][C][=Branch][=N][N][Branch][FrH0][pop][Ring1][=Branch][pop][F][pop][FrH0][.][Fr][C][=N][Cr][Branch1][Ring2][N][=C][Fr][Branch1][Ring2][N][=C][Fr][Branch1][Ring2][N][=C][Fr][Branch1][Ring2][N][=C][Fr][N][=C][Fr][&&][rob],"[87, 75, 59, 101, 74, 75, 57, 59, 101, 74, 89, 148, 110, 57, 148, 87, 148, 89, 8, 90, 75, 59, 81, 72, 111, 101, 58, 90, 72, 111, 101, 58, 90, 72, 111, 101, 58, 90, 72, 111, 101, 58, 90, 101, 58, 90, 6, 152]",49
eta_N245_edge200660,[O][S][Branch][C][=C][C][Branch][S][C][Branch][FrH0][pop][Ring1][Branch][pop][=C][C][=C][C][Branch][S][Ring1][Branch][pop][FrH0][pop][Branch][O][pop][O],[Fr][C][O][Sm][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][Ring2][O][Ring1][Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2],eta,0.687405493,"[66, 71, 60, 61, 52, 61, 60, 71, 61, 60, 64, 72, 68, 60, 72, 52, 61, 52, 61, 60, 71, 68, 60, 72, 64, 72, 60, 66, 72, 66]",30,[Fr][C][O][Sm][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][Ring2][O][Ring1][Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][&&][eta],"[34, 22, 48, 59, 20, 6, 48, 22, 20, 22, 34, 48, 54, 20, 20, 55, 48, 54, 21, 48, 22, 20, 22, 34, 48, 54, 2, 4, 79]",29,[O][S][Branch][C][=C][C][Branch][S][C][Branch][FrH0][pop][Ring1][Branch][pop][=C][C][=C][C][Branch][S][Ring1][Branch][pop][FrH0][pop][Branch][O][pop][O][.][Fr][C][O][Sm][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][Ring2][O][Ring1][Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][&&][eta],"[104, 113, 74, 75, 58, 75, 74, 113, 75, 74, 89, 148, 110, 74, 148, 58, 75, 58, 75, 74, 113, 110, 74, 148, 89, 148, 74, 104, 148, 104, 8, 90, 75, 104, 116, 72, 56, 104, 75, 72, 75, 90, 104, 110, 72, 72, 111, 104, 110, 73, 104, 75, 72, 75, 90, 104, 110, 2, 6, 136]",61
gis_N32_edge41351,[:0nitrile][C][C][C][=C][Branch][C][N][Branch][FrH0][pop][Ring1][Branch][pop][FrH0][pop],[O][=C][Branch1][C][Fr][O][Gd][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][O][C][Branch1][C][Fr][=O],gis,0.716749284,"[17, 61, 61, 61, 52, 60, 61, 65, 60, 64, 72, 68, 60, 72, 64, 72]",16,[O][=C][Branch1][C][Fr][O][Gd][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][O][C][Branch1][C][Fr][=O][&&][gis],"[48, 7, 20, 22, 34, 48, 35, 20, 1, 48, 22, 20, 22, 34, 9, 20, 1, 48, 22, 20, 22, 34, 9, 48, 22, 20, 22, 34, 9, 4, 80]",31,[:0nitrile][C][C][C][=C][Branch][C][N][Branch][FrH0][pop][Ring1][Branch][pop][FrH0][pop][.][O][=C][Branch1][C][Fr][O][Gd][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][O][C][Branch1][C][Fr][=O][&&][gis],"[21, 75, 75, 75, 58, 74, 75, 101, 74, 89, 148, 110, 74, 148, 89, 148, 8, 104, 58, 72, 75, 90, 104, 91, 72, 1, 104, 75, 72, 75, 90, 60, 72, 1, 104, 75, 72, 75, 90, 60, 104, 75, 72, 75, 90, 60, 6, 137]",49
